,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
2353.66,0.012938,0.012373,0.012491,0.00071771,0.00055883,0.00051032,0.001749,0.0017801,0.0016821,2.4279e-05,2.8856e-05,2.7217e-05
2367.27,0.012787,0.012232,0.012352,0.00070495,0.00054701,0.00049993,0.0017288,0.0017546,0.0016577,2.9168e-05,2.8446e-05,2.6816e-05
2380.87,0.012639,0.012093,0.012215,0.00069249,0.00053548,0.0004898,0.0017104,0.0017296,0.0016337,3.3996e-05,2.8012e-05,2.6422e-05
2394.48,0.012493,0.011956,0.01208,0.00068032,0.00052423,0.00047993,0.0016935,0.001705,0.0016103,3.485e-05,2.7568e-05,2.6036e-05
2408.08,0.012349,0.011821,0.011947,0.00066841,0.00051324,0.00047029,0.0016778,0.0016809,0.0015873,3.0811e-05,2.7139e-05,2.5658e-05
2421.69,0.012207,0.011688,0.011816,0.00065674,0.00050252,0.00046088,0.0016632,0.0016571,0.0015647,2.4899e-05,2.6745e-05,2.5286e-05
2435.29,0.012067,0.011558,0.011687,0.00064544,0.00049213,0.00045178,0.0016493,0.0016338,0.0015426,2.0915e-05,2.6385e-05,2.4922e-05
2448.9,0.011929,0.011429,0.011559,0.00063428,0.00048193,0.00044284,0.0016359,0.0016109,0.0015208,2.0728e-05,2.6043e-05,2.4564e-05
2462.5,0.011793,0.011302,0.011433,0.00062336,0.00047199,0.00043413,0.0016226,0.0015883,0.0014994,2.4165e-05,2.5695e-05,2.4213e-05
2476.11,0.011659,0.011176,0.011309,0.00061265,0.00046229,0.00042564,0.0016092,0.001566,0.0014785,2.9147e-05,2.5326e-05,2.3868e-05
2489.71,0.011527,0.011053,0.011187,0.00060213,0.00045282,0.00041735,0.0015956,0.0015442,0.0014579,3.2086e-05,2.494e-05,2.353e-05
2503.32,0.011397,0.010931,0.011067,0.0005918,0.00044357,0.00040926,0.0015815,0.0015227,0.0014377,3.0488e-05,2.4556e-05,2.3198e-05
2516.92,0.011268,0.010812,0.010949,0.00058158,0.00043449,0.00040131,0.0015667,0.0015016,0.0014179,2.5456e-05,2.4195e-05,2.2873e-05
2530.53,0.011142,0.010694,0.010832,0.00057174,0.00042575,0.00039368,0.0015511,0.0014809,0.0013985,2.0468e-05,2.3866e-05,2.2553e-05
2544.13,0.011017,0.010578,0.010717,0.00056196,0.00041714,0.00038615,0.0015346,0.0014605,0.0013794,1.824e-05,2.3563e-05,2.2239e-05
2557.74,0.010894,0.010463,0.010603,0.00055238,0.00040873,0.0003788,0.0015171,0.0014404,0.0013607,1.957e-05,2.3266e-05,2.1931e-05
2571.34,0.010773,0.01035,0.010491,0.00054301,0.00040052,0.00037163,0.0014986,0.0014207,0.0013422,2.3651e-05,2.2956e-05,2.1628e-05
2584.95,0.010653,0.010238,0.01038,0.00053383,0.00039251,0.00036463,0.0014792,0.0014013,0.0013241,2.7992e-05,2.2627e-05,2.133e-05
2598.55,0.010535,0.010128,0.010271,0.00052485,0.00038468,0.0003578,0.001459,0.0013823,0.0013063,2.9381e-05,2.2288e-05,2.1037e-05
2612.16,0.010418,0.010019,0.010163,0.00051604,0.00037702,0.0003511,0.0014381,0.0013636,0.0012889,2.6584e-05,2.1957e-05,2.075e-05
2625.76,0.010304,0.0099132,0.010058,0.00050747,0.00036958,0.00034461,0.0014167,0.0013454,0.0012718,2.1596e-05,2.1651e-05,2.047e-05
2639.37,0.010191,0.009808,0.0099533,0.00049903,0.00036227,0.00033823,0.0013949,0.0013274,0.001255,1.7573e-05,2.1372e-05,2.0193e-05
2652.97,0.01008,0.0097043,0.0098504,0.00049076,0.00035512,0.00033199,0.0013729,0.0013098,0.0012385,1.642e-05,2.1112e-05,1.9921e-05
2666.58,0.0099696,0.009602,0.0097487,0.00048265,0.00034814,0.0003259,0.0013508,0.0012925,0.0012222,1.8428e-05,2.0852e-05,1.9654e-05
2680.18,0.009861,0.0095009,0.0096483,0.00047469,0.00034132,0.00031995,0.0013289,0.0012755,0.0012063,2.2536e-05,2.0578e-05,1.9391e-05
2693.79,0.0097537,0.0094011,0.0095491,0.00046688,0.00033466,0.00031414,0.0013074,0.0012588,0.0011905,2.6233e-05,2.0287e-05,1.9133e-05
2707.39,0.0096472,0.0093021,0.0094507,0.00045921,0.00032815,0.00030845,0.0012864,0.0012423,0.001175,2.6785e-05,1.9988e-05,1.8878e-05
2721.0,0.0095447,0.0092069,0.009356,0.00045166,0.00032179,0.00030291,0.0012665,0.0012265,0.0011601,2.3649e-05,1.9705e-05,1.8632e-05
2734.6,0.0094416,0.0091111,0.0092607,0.00044423,0.00031556,0.00029747,0.0012472,0.0012106,0.0011451,1.8987e-05,1.9439e-05,1.8387e-05
2748.21,0.0093403,0.009017,0.0091671,0.0004369,0.00030947,0.00029216,0.001229,0.0011952,0.0011305,1.5563e-05,1.9199e-05,1.8147e-05
2761.81,0.0092404,0.0089242,0.0090748,0.0004297,0.00030351,0.00028696,0.0012119,0.00118,0.0011161,1.4845e-05,1.8974e-05,1.7911e-05
2775.42,0.0091418,0.0088326,0.0089836,0.00042261,0.00029768,0.00028187,0.0011959,0.001165,0.001102,1.6949e-05,1.8747e-05,1.7678e-05
2789.02,0.0090443,0.0087421,0.0088935,0.00041566,0.00029198,0.0002769,0.0011812,0.0011503,0.0010881,2.0831e-05,1.8506e-05,1.745e-05
2802.63,0.0089478,0.0086525,0.0088042,0.00040883,0.00028641,0.00027203,0.0011677,0.0011358,0.0010743,2.4181e-05,1.825e-05,1.7225e-05
2816.23,0.0088526,0.0085641,0.0087161,0.00040214,0.00028097,0.00026728,0.0011554,0.0011215,0.0010608,2.4584e-05,1.7989e-05,1.7003e-05
2829.84,0.0087604,0.0084786,0.0086309,0.00039558,0.00027565,0.00026263,0.0011444,0.0011077,0.0010477,2.1639e-05,1.7741e-05,1.6789e-05
2843.44,0.0086678,0.0083927,0.0085453,0.00038914,0.00027043,0.00025808,0.0011343,0.0010939,0.0010347,1.7327e-05,1.7509e-05,1.6575e-05
2857.05,0.0085768,0.0083082,0.008461,0.00038283,0.00026533,0.00025362,0.0011253,0.0010803,0.0010219,1.4128e-05,1.7299e-05,1.6366e-05
2870.65,0.008487,0.008225,0.008378,0.00037663,0.00026034,0.00024926,0.0011171,0.0010669,0.0010093,1.3368e-05,1.7102e-05,1.616e-05
2884.26,0.0083984,0.0081428,0.0082959,0.00037055,0.00025545,0.00024499,0.0011097,0.0010538,0.00099694,1.5188e-05,1.6905e-05,1.5957e-05
2897.86,0.0083107,0.0080615,0.0082148,0.00036458,0.00025066,0.0002408,0.0011028,0.0010408,0.00098475,1.8748e-05,1.6696e-05,1.5758e-05
2911.47,0.0082234,0.0079805,0.0081339,0.00035871,0.00024598,0.0002367,0.0010962,0.0010278,0.00097265,2.206e-05,1.6471e-05,1.556e-05
2925.07,0.0081403,0.0079035,0.008057,0.00035298,0.00024142,0.00023272,0.0010903,0.0010155,0.0009611,2.2865e-05,1.6247e-05,1.5372e-05
2938.68,0.0080553,0.0078246,0.0079782,0.00034731,0.00023694,0.0002288,0.0010841,0.0010029,0.00094939,2.0486e-05,1.6023e-05,1.5181e-05
2952.28,0.0079719,0.0077474,0.007901,0.00034173,0.00023255,0.00022496,0.0010779,0.00099056,0.00093794,1.6514e-05,1.5817e-05,1.4994e-05
2965.89,0.0078898,0.0076713,0.0078249,0.00033623,0.00022826,0.0002212,0.0010715,0.00097842,0.00092668,1.3245e-05,1.563e-05,1.481e-05
2979.49,0.0078089,0.0075963,0.0077499,0.0003308,0.00022405,0.00021752,0.0010648,0.00096647,0.00091562,1.207e-05,1.5457e-05,1.463e-05
2993.1,0.0077291,0.0075223,0.0076759,0.00032545,0.00021993,0.00021391,0.0010577,0.00095469,0.00090474,1.3285e-05,1.5285e-05,1.4453e-05
3006.7,0.0076502,0.0074492,0.0076027,0.00032017,0.0002159,0.00021037,0.00105,0.00094306,0.00089402,1.6353e-05,1.5105e-05,1.4278e-05
3020.31,0.0075718,0.0073765,0.00753,0.00031497,0.00021194,0.0002069,0.0010417,0.00093154,0.00088341,1.9724e-05,1.4912e-05,1.4106e-05
3033.91,0.0074961,0.0073065,0.0074599,0.00030991,0.00020811,0.00020354,0.0010328,0.0009204,0.00087316,2.1266e-05,1.4714e-05,1.3939e-05
3047.52,0.0074198,0.0072357,0.007389,0.00030489,0.00020432,0.00020021,0.0010231,0.00090922,0.00086288,1.9827e-05,1.4515e-05,1.3772e-05
3061.12,0.0073445,0.007166,0.0073191,0.00029996,0.00020062,0.00019696,0.0010127,0.00089822,0.00085278,1.6339e-05,1.4329e-05,1.3608e-05
3074.73,0.0072704,0.0070973,0.0072503,0.00029512,0.00019699,0.00019378,0.0010016,0.00088741,0.00084284,1.2885e-05,1.416e-05,1.3447e-05
3088.33,0.0071973,0.0070295,0.0071824,0.00029037,0.00019344,0.00019065,0.00098997,0.00087678,0.00083308,1.1054e-05,1.4005e-05,1.3288e-05
3101.94,0.0071252,0.0069628,0.0071154,0.0002857,0.00018995,0.00018759,0.00097776,0.00086633,0.00082347,1.1395e-05,1.3857e-05,1.3133e-05
3115.54,0.0070541,0.0068968,0.0070493,0.0002811,0.00018653,0.00018458,0.00096507,0.00085605,0.00081401,1.3705e-05,1.3703e-05,1.298e-05
3129.15,0.0069835,0.0068314,0.0069837,0.00027657,0.00018317,0.00018161,0.00095197,0.00084589,0.00080466,1.6974e-05,1.3538e-05,1.2828e-05
3142.75,0.0069147,0.0067678,0.0069197,0.00027223,0.00017994,0.00017877,0.00093873,0.00083601,0.00079555,1.9362e-05,1.3366e-05,1.2681e-05
3156.36,0.006846,0.006704,0.0068558,0.00026787,0.00017673,0.00017594,0.00092523,0.00082619,0.00078648,1.9251e-05,1.3189e-05,1.2534e-05
3169.96,0.006778,0.0066411,0.0067925,0.00026359,0.00017359,0.00017316,0.00091172,0.00081653,0.00077755,1.6655e-05,1.3019e-05,1.239e-05
3183.57,0.006711,0.0065789,0.0067301,0.00025938,0.00017051,0.00017045,0.00089831,0.00080703,0.00076875,1.3187e-05,1.2864e-05,1.2248e-05
3197.17,0.0066448,0.0065176,0.0066685,0.00025524,0.0001675,0.00016779,0.00088514,0.00079769,0.00076009,1.0634e-05,1.2723e-05,1.2108e-05
3210.78,0.0065795,0.0064571,0.0066077,0.00025114,0.00016454,0.00016517,0.00087232,0.00078851,0.00075157,9.919e-06,1.2592e-05,1.197e-05
3224.38,0.0065152,0.0063975,0.0065477,0.00024709,0.00016164,0.0001626,0.00085997,0.0007795,0.00074319,1.117e-05,1.2461e-05,1.1835e-05
3237.99,0.0064517,0.0063387,0.0064885,0.00024307,0.00015878,0.00016007,0.00084816,0.00077064,0.00073493,1.3909e-05,1.2322e-05,1.1702e-05
3251.59,0.0063891,0.0062806,0.0064301,0.00023921,0.00015604,0.00015764,0.00083698,0.00076192,0.00072681,1.6853e-05,1.2174e-05,1.1571e-05
3265.2,0.006327,0.0062231,0.0063723,0.00023531,0.0001533,0.00015521,0.00082646,0.00075332,0.00071878,1.8241e-05,1.2019e-05,1.1442e-05
3278.8,0.0062657,0.0061662,0.006315,0.00023149,0.00015062,0.00015284,0.00081666,0.00074485,0.00071087,1.7109e-05,1.1865e-05,1.1315e-05
3292.41,0.006205,0.0061099,0.0062583,0.00022772,0.000148,0.00015051,0.00080762,0.00073648,0.00070305,1.4153e-05,1.172e-05,1.1189e-05
3306.01,0.006145,0.0060543,0.0062023,0.00022402,0.00014544,0.00014823,0.00079935,0.00072824,0.00069535,1.1075e-05,1.1588e-05,1.1065e-05
3319.62,0.0060858,0.0059994,0.0061469,0.00022038,0.00014292,0.00014599,0.00079186,0.00072011,0.00068776,9.2462e-06,1.1468e-05,1.0943e-05
3333.22,0.0060273,0.0059452,0.0060923,0.0002168,0.00014045,0.00014378,0.00078514,0.00071211,0.00068029,9.1992e-06,1.1354e-05,1.0823e-05
3346.83,0.0059698,0.0058918,0.0060385,0.00021327,0.00013802,0.00014162,0.00077916,0.00070423,0.00067294,1.0877e-05,1.1237e-05,1.0705e-05
3360.43,0.0059131,0.0058392,0.0059854,0.00020986,0.00013568,0.00013953,0.00077388,0.00069648,0.00066572,1.3657e-05,1.1113e-05,1.0589e-05
3374.04,0.0058569,0.0057871,0.0059328,0.00020645,0.00013334,0.00013744,0.00076919,0.00068881,0.00065858,1.6179e-05,1.098e-05,1.0474e-05
3387.64,0.0058014,0.0057356,0.0058809,0.00020311,0.00013106,0.00013539,0.00076504,0.00068123,0.00065154,1.6908e-05,1.0842e-05,1.0361e-05
3401.25,0.0057465,0.0056846,0.0058294,0.00019983,0.00012882,0.00013339,0.00076134,0.00067373,0.00064459,1.5326e-05,1.0707e-05,1.025e-05
3414.85,0.0056921,0.0056341,0.0057784,0.00019661,0.00012663,0.00013142,0.00075799,0.00066631,0.00063772,1.2393e-05,1.0582e-05,1.0139e-05
3428.46,0.0056383,0.0055841,0.0057279,0.00019344,0.00012448,0.00012949,0.0007549,0.00065897,0.00063095,9.6844e-06,1.0468e-05,1.0031e-05
3442.06,0.005585,0.0055346,0.0056779,0.00019031,0.00012237,0.0001276,0.00075198,0.00065171,0.00062426,8.2815e-06,1.0364e-05,9.9233e-06
3455.67,0.0055322,0.0054855,0.0056283,0.00018723,0.00012029,0.00012573,0.00074909,0.00064451,0.00061763,8.5299e-06,1.0263e-05,9.817e-06
3469.27,0.0054817,0.0054387,0.0055809,0.00018422,0.00011829,0.00012393,0.00074642,0.00063759,0.00061129,1.0312e-05,1.0162e-05,9.7153e-06
3482.88,0.0054303,0.0053909,0.0055326,0.00018121,0.00011629,0.00012213,0.00074342,0.00063057,0.00060487,1.2976e-05,1.005e-05,9.6123e-06
3496.48,0.0053799,0.005344,0.0054852,0.00017824,0.00011433,0.00012036,0.00074027,0.00062368,0.00059857,1.5224e-05,9.9308e-06,9.5114e-06
3510.09,0.0053301,0.0052977,0.0054383,0.00017531,0.00011242,0.00011863,0.00073683,0.00061687,0.00059237,1.5702e-05,9.8086e-06,9.4119e-06
3523.69,0.0052807,0.0052518,0.0053919,0.00017242,0.00011053,0.00011692,0.00073303,0.00061014,0.00058624,1.407e-05,9.6894e-06,9.3136e-06
3537.3,0.0052319,0.0052064,0.0053459,0.00016957,0.00010869,0.00011525,0.0007288,0.00060347,0.00058018,1.1295e-05,9.5787e-06,9.2165e-06
3550.9,0.0051835,0.0051613,0.0053003,0.00016677,0.00010688,0.00011362,0.00072409,0.00059687,0.00057419,8.8098e-06,9.4784e-06,9.1204e-06
3564.51,0.0051354,0.0051165,0.0052548,0.00016401,0.00010511,0.00011201,0.00071885,0.00059032,0.00056825,7.5516e-06,9.3861e-06,9.0251e-06
3578.11,0.0050874,0.0050717,0.0052095,0.00016129,0.00010337,0.00011042,0.00071305,0.0005838,0.00056234,7.8073e-06,9.296e-06,8.9303e-06
3591.72,0.0050428,0.0050303,0.0051675,0.00015863,0.00010167,0.00010888,0.00070714,0.0005777,0.00055682,9.4723e-06,9.2079e-06,8.8419e-06
3605.32,0.0049966,0.0049873,0.0051239,0.00015601,9.9999e-05,0.00010735,0.00070044,0.00057143,0.00055114,1.1968e-05,9.1089e-06,8.7509e-06
3618.93,0.0049512,0.004945,0.005081,0.00015342,9.8353e-05,0.00010585,0.0006933,0.00056528,0.00054557,1.4127e-05,9.0034e-06,8.6615e-06
3632.53,0.0049064,0.0049032,0.0050386,0.00015088,9.6738e-05,0.00010437,0.00068575,0.00055922,0.00054008,1.4694e-05,8.8946e-06,8.5734e-06
3646.14,0.004862,0.0048618,0.0049967,0.00014839,9.5154e-05,0.00010292,0.00067781,0.00055324,0.00053466,1.3284e-05,8.7882e-06,8.4864e-06
3659.74,0.0048181,0.0048208,0.004955,0.00014594,9.3599e-05,0.0001015,0.00066954,0.00054734,0.00052929,1.0717e-05,8.689e-06,8.4003e-06
3673.35,0.0047744,0.0047801,0.0049137,0.00014353,9.2075e-05,0.0001001,0.00066098,0.00054149,0.00052397,8.3055e-06,8.599e-06,8.315e-06
3686.95,0.0047303,0.0047388,0.0048718,0.00014117,9.0578e-05,9.8719e-05,0.00065212,0.00053562,0.00051862,6.9638e-06,8.5152e-06,8.2292e-06
3700.56,0.0046907,0.004702,0.0048344,0.00013885,8.912e-05,9.7377e-05,0.00064371,0.00053029,0.00051377,7.0067e-06,8.442e-06,8.1513e-06
3714.16,0.0046478,0.0046619,0.0047936,0.00013656,8.7679e-05,9.6049e-05,0.00063476,0.00052461,0.00050858,8.3687e-06,8.3599e-06,8.068e-06
3727.77,0.0046061,0.0046229,0.004754,0.00013431,8.6265e-05,9.4745e-05,0.00062597,0.00051911,0.00050354,1.0632e-05,8.2732e-06,7.9871e-06
3741.37,0.0045652,0.0045846,0.004715,0.00013208,8.4876e-05,9.3461e-05,0.00061735,0.0005137,0.00049858,1.2819e-05,8.1802e-06,7.9076e-06
3754.98,0.0045248,0.0045468,0.0046766,0.00012987,8.3511e-05,9.2196e-05,0.00060895,0.00050839,0.0004937,1.373e-05,8.0835e-06,7.8292e-06
3768.58,0.0044848,0.0045095,0.0046386,0.0001277,8.2171e-05,9.0952e-05,0.00060083,0.00050316,0.00048889,1.2788e-05,7.9879e-06,7.7519e-06
3782.19,0.0044453,0.0044725,0.004601,0.00012555,8.0855e-05,8.9728e-05,0.00059304,0.000498,0.00048413,1.0526e-05,7.8979e-06,7.6755e-06
3795.79,0.0044059,0.0044356,0.0045634,0.00012343,7.9562e-05,8.8524e-05,0.00058561,0.00049288,0.0004794,8.1252e-06,7.8159e-06,7.5996e-06
3809.4,0.0043666,0.0043987,0.0045259,0.00012134,7.8296e-05,8.7343e-05,0.00057855,0.00048778,0.00047469,6.553e-06,7.741e-06,7.5239e-06
3823.0,0.0043301,0.0043647,0.0044912,0.00011931,7.7064e-05,8.6196e-05,0.00057229,0.00048303,0.0004703,6.2133e-06,7.6746e-06,7.4533e-06
3836.61,0.0042918,0.0043286,0.0044545,0.00011728,7.5842e-05,8.5053e-05,0.00056622,0.00047808,0.00046571,7.1257e-06,7.6037e-06,7.3797e-06
3850.21,0.0042541,0.0042933,0.0044185,0.00011529,7.4645e-05,8.3933e-05,0.0005607,0.00047323,0.00046122,9.0449e-06,7.5287e-06,7.3075e-06
3863.82,0.0042171,0.0042586,0.0043831,0.00011333,7.3469e-05,8.2829e-05,0.00055571,0.00046846,0.00045679,1.1257e-05,7.4478e-06,7.2365e-06
3877.42,0.0041806,0.0042243,0.0043481,0.0001114,7.2313e-05,8.1743e-05,0.00055126,0.00046376,0.00045244,1.2663e-05,7.3624e-06,7.1665e-06
3891.03,0.0041445,0.0041904,0.0043136,0.00010951,7.1176e-05,8.0672e-05,0.00054731,0.00045913,0.00044815,1.2435e-05,7.2764e-06,7.0976e-06
3904.63,0.0041089,0.004157,0.0042795,0.00010764,7.0059e-05,7.9617e-05,0.00054385,0.00045455,0.00044391,1.0684e-05,7.1939e-06,7.0295e-06
3918.24,0.0040735,0.0041237,0.0042455,0.00010581,6.8959e-05,7.8575e-05,0.0005408,0.00045,0.00043971,8.356e-06,7.1181e-06,6.962e-06
3931.84,0.004038,0.0040902,0.0042114,0.000104,6.7877e-05,7.7548e-05,0.00053809,0.00044545,0.0004355,6.4895e-06,7.0489e-06,6.8944e-06
3945.45,0.0040048,0.0040591,0.0041796,0.00010228,6.6843e-05,7.6574e-05,0.000536,0.00044117,0.00043156,5.6579e-06,6.9886e-06,6.831e-06
3959.05,0.0039704,0.0040266,0.0041465,0.00010054,6.5803e-05,7.5585e-05,0.000534,0.00043674,0.00042749,5.9925e-06,6.9268e-06,6.7656e-06
3972.66,0.0039364,0.0039946,0.0041137,9.8844e-05,6.4785e-05,7.4616e-05,0.00053227,0.00043238,0.00042348,7.4018e-06,6.8626e-06,6.7011e-06
3986.26,0.0039028,0.0039629,0.0040814,9.7174e-05,6.3786e-05,7.3663e-05,0.00053073,0.00042806,0.00041952,9.4681e-06,6.7932e-06,6.6375e-06
3999.87,0.0038697,0.0039317,0.0040495,9.5529e-05,6.2803e-05,7.2725e-05,0.00052934,0.0004238,0.00041562,1.1317e-05,6.7187e-06,6.5749e-06
4013.47,0.0038371,0.0039009,0.0040181,9.3907e-05,6.1837e-05,7.1801e-05,0.00052802,0.00041959,0.00041178,1.1965e-05,6.6417e-06,6.5132e-06
4027.08,0.0038049,0.0038705,0.003987,9.2304e-05,6.0886e-05,7.0888e-05,0.00052672,0.00041544,0.00040799,1.1016e-05,6.5659e-06,6.4523e-06
4040.68,0.0037731,0.0038405,0.0039562,9.0716e-05,5.9947e-05,6.9983e-05,0.00052536,0.00041132,0.00040425,8.992e-06,6.4949e-06,6.3922e-06
4054.29,0.0037413,0.0038104,0.0039255,8.9142e-05,5.902e-05,6.9086e-05,0.00052384,0.00040722,0.00040053,6.892e-06,6.4302e-06,6.3324e-06
4067.89,0.0037107,0.0037815,0.0038959,8.7657e-05,5.8149e-05,6.8256e-05,0.00052226,0.00040324,0.00039693,5.5096e-06,6.3731e-06,6.2746e-06
4081.5,0.0036797,0.0037522,0.0038659,8.6137e-05,5.726e-05,6.7395e-05,0.00052036,0.00039923,0.00039331,5.162e-06,6.3185e-06,6.2164e-06
4095.1,0.003649,0.0037231,0.0038362,8.4645e-05,5.6391e-05,6.6553e-05,0.00051819,0.00039526,0.00038972,5.8771e-06,6.2635e-06,6.1588e-06
4108.71,0.0036186,0.0036943,0.0038067,8.3179e-05,5.5539e-05,6.5726e-05,0.0005157,0.00039132,0.00038617,7.4878e-06,6.205e-06,6.1019e-06
4122.31,0.0035886,0.0036658,0.0037775,8.1737e-05,5.4702e-05,6.4912e-05,0.00051288,0.00038743,0.00038267,9.4673e-06,6.1415e-06,6.0456e-06
4135.92,0.0035589,0.0036377,0.0037487,8.0317e-05,5.3879e-05,6.4111e-05,0.00050972,0.00038359,0.00037921,1.0918e-05,6.0739e-06,5.9902e-06
4149.52,0.0035297,0.0036099,0.0037202,7.892e-05,5.3068e-05,6.332e-05,0.0005062,0.00037981,0.0003758,1.1046e-05,6.0051e-06,5.9355e-06
4163.13,0.0035008,0.0035825,0.0036922,7.7541e-05,5.2268e-05,6.2536e-05,0.00050233,0.00037607,0.00037244,9.7569e-06,5.9385e-06,5.8817e-06
4176.73,0.0034724,0.0035555,0.0036644,7.618e-05,5.1477e-05,6.1757e-05,0.00049811,0.00037239,0.00036913,7.7329e-06,5.8771e-06,5.8286e-06
4190.34,0.0034442,0.0035287,0.003637,7.49e-05,5.0735e-05,6.1036e-05,0.00049353,0.00036875,0.00036586,5.8921e-06,5.8219e-06,5.7761e-06
4203.94,0.0034163,0.0035021,0.0036098,7.3595e-05,4.9974e-05,6.0284e-05,0.00048863,0.00036515,0.00036262,4.8335e-06,5.7717e-06,5.7242e-06
4217.55,0.0033886,0.0034757,0.0035827,7.2322e-05,4.923e-05,5.9549e-05,0.00048342,0.00036159,0.00035941,4.7494e-06,5.7239e-06,5.6727e-06
4231.15,0.0033611,0.0034496,0.0035558,7.1076e-05,4.8501e-05,5.8827e-05,0.00047793,0.00035807,0.00035623,5.6244e-06,5.6749e-06,5.6218e-06
4244.76,0.0033339,0.0034235,0.0035292,6.9856e-05,4.7785e-05,5.8117e-05,0.00047222,0.00035458,0.00035308,7.2602e-06,5.6222e-06,5.5713e-06
4258.36,0.0033069,0.0033978,0.0035027,6.8659e-05,4.7081e-05,5.7419e-05,0.00046633,0.00035114,0.00034996,9.1016e-06,5.5648e-06,5.5214e-06
4271.97,0.0032802,0.0033723,0.0034765,6.7484e-05,4.639e-05,5.6732e-05,0.00046032,0.00034774,0.00034688,1.0299e-05,5.5041e-06,5.472e-06
4285.57,0.0032538,0.0033471,0.0034507,6.6327e-05,4.5708e-05,5.6052e-05,0.00045425,0.0003444,0.00034384,1.0198e-05,5.4426e-06,5.4234e-06
