,1s,1s,1s,2s,2s,2s
3428.46,3.7911e-05,2.8857e-05,4.9145e-05,5.2435e-07,4.6806e-07,7.4639e-07
3442.06,3.6871e-05,2.8396e-05,4.8519e-05,9.0654e-07,4.6027e-07,7.3673e-07
3455.67,3.5845e-05,2.794e-05,4.7896e-05,1.2008e-06,4.515e-07,7.2712e-07
3469.27,3.4864e-05,2.7514e-05,4.7316e-05,1.1734e-06,4.4282e-07,7.1817e-07
3482.88,3.3879e-05,2.7078e-05,4.6713e-05,8.3977e-07,4.3445e-07,7.0888e-07
3496.48,3.2919e-05,2.6655e-05,4.6127e-05,4.5035e-07,4.2737e-07,6.9986e-07
3510.09,3.1981e-05,2.6243e-05,4.5553e-05,2.1033e-07,4.2161e-07,6.9102e-07
3523.69,3.1064e-05,2.5841e-05,4.4988e-05,1.3958e-07,4.1671e-07,6.8235e-07
3537.3,3.0168e-05,2.5447e-05,4.4433e-05,2.0244e-07,4.119e-07,6.7382e-07
3550.9,2.9291e-05,2.5061e-05,4.3886e-05,4.1726e-07,4.0645e-07,6.6542e-07
3564.51,2.8432e-05,2.4681e-05,4.3344e-05,7.4812e-07,4e-07,6.5711e-07
3578.11,2.7588e-05,2.4305e-05,4.2803e-05,1.0013e-06,3.9268e-07,6.488e-07
3591.72,2.6785e-05,2.3955e-05,4.2302e-05,9.7424e-07,3.8546e-07,6.4113e-07
3605.32,2.5986e-05,2.3599e-05,4.1785e-05,6.8319e-07,3.7856e-07,6.3321e-07
3618.93,2.5208e-05,2.3252e-05,4.1278e-05,3.4784e-07,3.7272e-07,6.2546e-07
3632.53,2.4449e-05,2.2912e-05,4.078e-05,1.4523e-07,3.6803e-07,6.1784e-07
3646.14,2.371e-05,2.2581e-05,4.0291e-05,8.4702e-08,3.6411e-07,6.1037e-07
3659.74,2.2988e-05,2.2257e-05,3.981e-05,1.2637e-07,3.603e-07,6.0303e-07
3673.35,2.2284e-05,2.1939e-05,3.9336e-05,2.9182e-07,3.5597e-07,5.9579e-07
3686.95,2.1593e-05,2.1626e-05,3.8865e-05,5.7336e-07,3.5074e-07,5.8861e-07
3700.56,2.0928e-05,2.1328e-05,3.8418e-05,8.1934e-07,3.449e-07,5.8179e-07
3714.16,2.0269e-05,2.1028e-05,3.796e-05,8.3577e-07,3.3865e-07,5.7482e-07
3727.77,1.9627e-05,2.0735e-05,3.7512e-05,6.0447e-07,3.3279e-07,5.68e-07
3741.37,1.8999e-05,2.0448e-05,3.7072e-05,3.0552e-07,3.278e-07,5.613e-07
3754.98,1.8385e-05,2.0168e-05,3.6638e-05,1.1298e-07,3.2383e-07,5.5471e-07
3768.58,1.7786e-05,1.9894e-05,3.6212e-05,4.8111e-08,3.2062e-07,5.4823e-07
3782.19,1.7201e-05,1.9626e-05,3.5794e-05,6.2212e-08,3.1764e-07,5.4187e-07
3795.79,1.6629e-05,1.9364e-05,3.5382e-05,1.6712e-07,3.1431e-07,5.3561e-07
3809.4,1.607e-05,1.9107e-05,3.4974e-05,3.8908e-07,3.1023e-07,5.2943e-07
3823.0,1.5526e-05,1.8858e-05,3.4578e-05,6.3558e-07,3.0545e-07,5.2341e-07
3836.61,1.4992e-05,1.8611e-05,3.4182e-05,7.2404e-07,3.0024e-07,5.1741e-07
3850.21,1.4471e-05,1.8369e-05,3.3792e-05,5.7604e-07,2.9517e-07,5.115e-07
3863.82,1.3963e-05,1.8133e-05,3.3408e-05,3.1181e-07,2.9074e-07,5.0567e-07
3877.42,1.3468e-05,1.7901e-05,3.3029e-05,1.1042e-07,2.872e-07,4.9993e-07
3891.03,1.2986e-05,1.7674e-05,3.2656e-05,3.024e-08,2.8446e-07,4.9429e-07
3904.63,1.2517e-05,1.7452e-05,3.229e-05,2.1538e-08,2.8211e-07,4.8874e-07
3918.24,1.2061e-05,1.7236e-05,3.1929e-05,6.6701e-08,2.7963e-07,4.8329e-07
3931.84,1.1618e-05,1.7024e-05,3.1575e-05,2.0909e-07,2.766e-07,4.7792e-07
3945.45,1.1187e-05,1.6816e-05,3.1225e-05,4.3076e-07,2.7286e-07,4.7263e-07
3959.05,1.0769e-05,1.6613e-05,3.088e-05,5.9124e-07,2.6859e-07,4.6741e-07
3972.66,1.0363e-05,1.6413e-05,3.0539e-05,5.5592e-07,2.6421e-07,4.6226e-07
3986.26,9.968e-06,1.6217e-05,3.0203e-05,3.5291e-07,2.6019e-07,4.5718e-07
3999.87,9.5848e-06,1.6025e-05,2.9871e-05,1.4082e-07,2.5688e-07,4.5215e-07
4013.47,9.2128e-06,1.5837e-05,2.9543e-05,3.1475e-08,2.5435e-07,4.472e-07
4027.08,8.8519e-06,1.5652e-05,2.922e-05,6.2782e-09,2.5237e-07,4.4233e-07
4040.68,8.5017e-06,1.5472e-05,2.8903e-05,1.3851e-08,2.5051e-07,4.3753e-07
4054.29,8.1623e-06,1.5296e-05,2.8591e-05,7.4738e-08,2.4836e-07,4.3282e-07
4067.89,7.8331e-06,1.5125e-05,2.8286e-05,2.2965e-07,2.4563e-07,4.282e-07
4081.5,7.513e-06,1.4956e-05,2.7982e-05,4.2032e-07,2.4227e-07,4.2362e-07
4095.1,7.202e-06,1.4791e-05,2.7684e-05,5.036e-07,2.3856e-07,4.1911e-07
4108.71,6.8998e-06,1.4628e-05,2.7388e-05,4.0512e-07,2.3492e-07,4.1465e-07
4122.31,6.6061e-06,1.4469e-05,2.7096e-05,2.0859e-07,2.3173e-07,4.1023e-07
4135.92,6.3206e-06,1.4313e-05,2.6808e-05,5.8017e-08,2.2921e-07,4.0588e-07
4149.52,6.0433e-06,1.4159e-05,2.6523e-05,5.3687e-09,2.2735e-07,4.0157e-07
4163.13,5.774e-06,1.4008e-05,2.6241e-05,3.2933e-10,2.2585e-07,3.9731e-07
4176.73,5.5128e-06,1.3861e-05,2.5964e-05,8.8811e-09,2.2434e-07,3.9312e-07
4190.34,5.2612e-06,1.3721e-05,2.57e-05,7.1813e-08,2.2254e-07,3.8913e-07
4203.94,5.0157e-06,1.358e-05,2.5431e-05,2.1837e-07,2.2009e-07,3.8506e-07
4217.55,4.778e-06,1.3443e-05,2.5167e-05,3.7297e-07,2.1714e-07,3.8107e-07
4231.15,4.5481e-06,1.3308e-05,2.4907e-05,4.0885e-07,2.1397e-07,3.7714e-07
4244.76,4.3255e-06,1.3176e-05,2.465e-05,2.9173e-07,2.1094e-07,3.7325e-07
4258.36,4.1104e-06,1.3046e-05,2.4395e-05,1.2232e-07,2.0837e-07,3.694e-07
4271.97,3.9026e-06,1.2918e-05,2.4143e-05,1.9707e-08,2.0643e-07,3.6559e-07
4285.57,3.702e-06,1.2792e-05,2.3893e-05,8.2576e-11,2.0502e-07,3.6181e-07
4299.18,3.5087e-06,1.2669e-05,2.3647e-05,1.91e-09,2.039e-07,3.5808e-07
4312.78,3.3248e-06,1.2556e-05,2.3418e-05,2.1778e-09,2.0284e-07,3.5462e-07
4326.39,3.1455e-06,1.2437e-05,2.3177e-05,5.0169e-08,2.0126e-07,3.5096e-07
4339.99,2.9738e-06,1.2322e-05,2.2942e-05,1.7405e-07,1.9918e-07,3.474e-07
4353.6,2.809e-06,1.221e-05,2.2711e-05,3.0235e-07,1.9667e-07,3.439e-07
4367.2,2.6508e-06,1.21e-05,2.2484e-05,3.2419e-07,1.9398e-07,3.4046e-07
4380.81,2.4991e-06,1.1993e-05,2.2259e-05,2.178e-07,1.9143e-07,3.3705e-07
4394.41,2.3535e-06,1.1887e-05,2.2037e-05,7.799e-08,1.8931e-07,3.3368e-07
4408.02,2.2138e-06,1.1782e-05,2.1816e-05,5.8306e-09,1.8773e-07,3.3033e-07
4421.62,2.0794e-06,1.1678e-05,2.1593e-05,4.5566e-09,1.8661e-07,3.2695e-07
4435.23,1.9536e-06,1.1591e-05,2.1404e-05,1.0136e-08,1.8601e-07,3.2408e-07
4448.83,1.8297e-06,1.1487e-05,2.118e-05,1.7424e-10,1.8501e-07,3.2067e-07
4462.44,1.712e-06,1.139e-05,2.097e-05,2.5446e-08,1.8376e-07,3.1747e-07
4476.04,1.5995e-06,1.1296e-05,2.0763e-05,1.2307e-07,1.8205e-07,3.1434e-07
4489.65,1.4918e-06,1.1204e-05,2.0561e-05,2.3791e-07,1.7993e-07,3.1126e-07
4503.25,1.389e-06,1.1115e-05,2.0361e-05,2.6857e-07,1.7762e-07,3.0822e-07
4516.86,1.2906e-06,1.1027e-05,2.0164e-05,1.8489e-07,1.7541e-07,3.0523e-07
4530.46,1.1967e-06,1.0941e-05,1.9969e-05,6.483e-08,1.7356e-07,3.0226e-07
4544.07,1.1069e-06,1.0855e-05,1.9775e-05,3.0825e-09,1.7219e-07,2.993e-07
4557.67,1.0213e-06,1.077e-05,1.9581e-05,9.1674e-09,1.7126e-07,2.9634e-07
4571.28,9.4058e-07,1.0696e-05,1.9406e-05,2.1257e-08,1.7074e-07,2.9367e-07
4584.88,8.6307e-07,1.0614e-05,1.9216e-05,6.149e-09,1.7005e-07,2.9078e-07
4598.49,7.8964e-07,1.0535e-05,1.9031e-05,6.3445e-09,1.6911e-07,2.8796e-07
4612.09,7.2015e-07,1.0458e-05,1.8849e-05,7.2408e-08,1.6776e-07,2.8519e-07
4625.7,6.5452e-07,1.0383e-05,1.867e-05,1.7617e-07,1.66e-07,2.8246e-07
4639.3,5.9267e-07,1.031e-05,1.8494e-05,2.2651e-07,1.6401e-07,2.7977e-07
4652.91,5.3453e-07,1.0238e-05,1.8321e-05,1.7341e-07,1.6205e-07,2.7712e-07
4666.51,4.8e-07,1.0168e-05,1.815e-05,6.8384e-08,1.6036e-07,2.745e-07
4680.12,4.2897e-07,1.0098e-05,1.7979e-05,4.2707e-09,1.591e-07,2.7189e-07
4693.72,3.8132e-07,1.0028e-05,1.7805e-05,1.0731e-08,1.5824e-07,2.6924e-07
4707.33,3.3737e-07,9.9675e-06,1.7651e-05,3.505e-08,1.5784e-07,2.6687e-07
4720.93,2.9644e-07,9.9016e-06,1.7485e-05,2.4943e-08,1.5739e-07,2.6434e-07
4734.54,2.587e-07,9.8372e-06,1.7322e-05,8.0555e-10,1.5677e-07,2.6185e-07
4748.14,2.2403e-07,9.7742e-06,1.7161e-05,2.361e-08,1.5579e-07,2.5939e-07
4761.75,1.9232e-07,9.7128e-06,1.7003e-05,1.0392e-07,1.5442e-07,2.5696e-07
4775.35,1.6347e-07,9.6528e-06,1.6847e-05,1.7404e-07,1.5276e-07,2.5457e-07
4788.96,1.3735e-07,9.5944e-06,1.6693e-05,1.6306e-07,1.5103e-07,2.5222e-07
4802.56,1.1385e-07,9.5374e-06,1.6542e-05,8.1759e-08,1.4947e-07,2.499e-07
4816.17,9.2849e-08,9.4813e-06,1.6392e-05,1.0715e-08,1.4825e-07,2.476e-07
4829.77,7.4263e-08,9.428e-06,1.6247e-05,6.6335e-09,1.4749e-07,2.4538e-07
4843.38,5.7955e-08,9.3735e-06,1.6099e-05,4.2648e-08,1.4704e-07,2.4312e-07
4856.98,4.3851e-08,9.3204e-06,1.5954e-05,5.3067e-08,1.4676e-07,2.4089e-07
4870.59,3.1859e-08,9.268e-06,1.581e-05,2.153e-08,1.4642e-07,2.3868e-07
4884.19,2.1896e-08,9.2165e-06,1.5668e-05,1.9042e-10,1.4581e-07,2.3649e-07
4897.8,1.3884e-08,9.1661e-06,1.5527e-05,3.7892e-08,1.4483e-07,2.3433e-07
4911.4,7.7528e-09,9.1168e-06,1.5388e-05,1.1078e-07,1.4352e-07,2.322e-07
4925.01,3.4356e-09,9.0688e-06,1.5251e-05,1.4468e-07,1.4203e-07,2.301e-07
4938.61,8.7075e-10,9.022e-06,1.5116e-05,1.0264e-07,1.4057e-07,2.2803e-07
4952.22,5.22e-13,8.9764e-06,1.4983e-05,2.9755e-08,1.3935e-07,2.2599e-07
4965.82,7.7009e-10,8.932e-06,1.4852e-05,2.0078e-10,1.3849e-07,2.2398e-07
4979.43,3.1261e-09,8.8883e-06,1.4723e-05,3.1631e-08,1.3801e-07,2.2199e-07
4993.03,7.0156e-09,8.8454e-06,1.4595e-05,7.0191e-08,1.3778e-07,2.2002e-07
5006.64,1.2384e-08,8.8031e-06,1.4467e-05,6.1419e-08,1.3764e-07,2.1806e-07
5020.24,1.9176e-08,8.7613e-06,1.4341e-05,1.7924e-08,1.3735e-07,2.1612e-07
5033.85,2.7332e-08,8.7201e-06,1.4215e-05,1.4006e-09,1.3677e-07,2.1419e-07
5047.45,3.6791e-08,8.6796e-06,1.4091e-05,4.3233e-08,1.3584e-07,2.1228e-07
5061.06,4.7491e-08,8.6399e-06,1.3969e-05,1.0254e-07,1.3464e-07,2.104e-07
5074.66,5.9364e-08,8.6012e-06,1.3848e-05,1.1332e-07,1.3332e-07,2.0854e-07
5088.27,7.2339e-08,8.563e-06,1.3727e-05,6.319e-08,1.3207e-07,2.0669e-07
5101.87,8.6386e-08,8.5296e-06,1.3615e-05,8.4948e-09,1.3115e-07,2.0497e-07
5115.48,1.0136e-07,8.4929e-06,1.3498e-05,7.9782e-09,1.305e-07,2.0316e-07
5129.08,1.1723e-07,8.4581e-06,1.3383e-05,5.4934e-08,1.302e-07,2.0141e-07
5142.69,1.3392e-07,8.4239e-06,1.327e-05,8.7989e-08,1.3011e-07,1.9967e-07
5156.29,1.5136e-07,8.3902e-06,1.3158e-05,6.6007e-08,1.3004e-07,1.9794e-07
5169.9,1.6946e-07,8.3569e-06,1.3046e-05,1.6713e-08,1.298e-07,1.9623e-07
5183.5,1.8817e-07,8.324e-06,1.2935e-05,1.9292e-09,1.2927e-07,1.9453e-07
5197.11,2.0742e-07,8.2914e-06,1.2825e-05,4.2416e-08,1.2842e-07,1.9284e-07
5210.71,2.2715e-07,8.2592e-06,1.2716e-05,9.2467e-08,1.2732e-07,1.9117e-07
5224.32,2.473e-07,8.2267e-06,1.2607e-05,9.3921e-08,1.2612e-07,1.8949e-07
5237.92,2.6787e-07,8.1957e-06,1.25e-05,4.5014e-08,1.2503e-07,1.8785e-07
5251.53,2.8903e-07,8.1719e-06,1.2404e-05,2.607e-09,1.243e-07,1.8638e-07
5265.13,3.1033e-07,8.1427e-06,1.2301e-05,1.5895e-08,1.2379e-07,1.8479e-07
5278.74,3.3195e-07,8.1148e-06,1.2199e-05,6.9487e-08,1.236e-07,1.8323e-07
5292.34,3.5387e-07,8.0876e-06,1.2099e-05,1.0173e-07,1.2358e-07,1.817e-07
5305.95,3.7605e-07,8.0607e-06,1.2e-05,7.6085e-08,1.2358e-07,1.8017e-07
5319.55,3.9846e-07,8.0342e-06,1.1901e-05,2.2255e-08,1.2342e-07,1.7866e-07
5333.16,4.2108e-07,8.0077e-06,1.1803e-05,3.9656e-10,1.2299e-07,1.7716e-07
5346.76,4.4388e-07,7.9813e-06,1.1705e-05,3.1439e-08,1.2225e-07,1.7566e-07
5360.37,4.6681e-07,7.9542e-06,1.1606e-05,7.4479e-08,1.2128e-07,1.7415e-07
5373.97,4.8996e-07,7.9283e-06,1.1509e-05,7.6351e-08,1.2023e-07,1.7267e-07
5387.58,5.1385e-07,7.9118e-06,1.1427e-05,3.4651e-08,1.194e-07,1.7141e-07
5401.18,5.3726e-07,7.8861e-06,1.1331e-05,8.8368e-10,1.1866e-07,1.6994e-07
5414.79,5.609e-07,7.8626e-06,1.1239e-05,2.0987e-08,1.1824e-07,1.6853e-07
5428.39,5.8466e-07,7.8401e-06,1.1148e-05,8.0925e-08,1.1811e-07,1.6715e-07
5442.0,6.0849e-07,7.8183e-06,1.1059e-05,1.2045e-07,1.1817e-07,1.6579e-07
5455.6,6.3233e-07,7.797e-06,1.0971e-05,9.8933e-08,1.1826e-07,1.6444e-07
5469.21,6.5613e-07,7.7759e-06,1.0883e-05,3.9254e-08,1.1821e-07,1.6311e-07
5482.81,6.798e-07,7.7548e-06,1.0796e-05,1.1971e-09,1.1791e-07,1.6177e-07
5496.42,7.0326e-07,7.7332e-06,1.0709e-05,1.5667e-08,1.1733e-07,1.6044e-07
5510.02,7.2618e-07,7.7083e-06,1.0617e-05,5.3737e-08,1.1646e-07,1.5904e-07
5523.63,7.5084e-07,7.7045e-06,1.0554e-05,6.3986e-08,1.158e-07,1.5808e-07
5537.23,7.7301e-07,7.6781e-06,1.0461e-05,3.2909e-08,1.1485e-07,1.5666e-07
5550.84,7.9537e-07,7.6577e-06,1.0376e-05,1.5361e-09,1.1417e-07,1.5537e-07
5564.44,8.1742e-07,7.6386e-06,1.0294e-05,1.7158e-08,1.1377e-07,1.5412e-07
5578.05,8.391e-07,7.6204e-06,1.0213e-05,7.7399e-08,1.1365e-07,1.5289e-07
5591.65,8.6034e-07,7.6029e-06,1.0133e-05,1.2869e-07,1.1373e-07,1.5168e-07
5605.26,8.8109e-07,7.586e-06,1.0054e-05,1.2188e-07,1.1388e-07,1.5048e-07
5618.86,9.0129e-07,7.5693e-06,9.9765e-06,6.3976e-08,1.1394e-07,1.493e-07
5632.47,9.2089e-07,7.5525e-06,9.8988e-06,9.9158e-09,1.1379e-07,1.4812e-07
5646.07,9.3978e-07,7.535e-06,9.8206e-06,4.1958e-09,1.1336e-07,1.4693e-07
5659.68,9.5799e-07,7.5172e-06,9.7422e-06,3.6481e-08,1.1268e-07,1.4574e-07
5673.28,9.7689e-07,7.5095e-06,9.6773e-06,5.847e-08,1.1201e-07,1.4476e-07
5686.89,9.9381e-07,7.4912e-06,9.5991e-06,4.0795e-08,1.1117e-07,1.4357e-07
5700.49,1.0103e-06,7.4748e-06,9.5237e-06,6.9877e-09,1.105e-07,1.4243e-07
5714.1,1.0264e-06,7.4591e-06,9.4497e-06,6.1564e-09,1.1006e-07,1.4131e-07
5727.7,1.0419e-06,7.4441e-06,9.3768e-06,5.6041e-08,1.0989e-07,1.4021e-07
5741.31,1.057e-06,7.4297e-06,9.3052e-06,1.1916e-07,1.0994e-07,1.3912e-07
5754.91,1.0716e-06,7.4159e-06,9.2346e-06,1.3892e-07,1.1011e-07,1.3806e-07
5768.52,1.0858e-06,7.4025e-06,9.165e-06,9.7313e-08,1.1026e-07,1.37e-07
5782.12,1.0995e-06,7.3892e-06,9.0959e-06,3.2853e-08,1.1026e-07,1.3596e-07
5795.73,1.1126e-06,7.3754e-06,9.0265e-06,3.679e-10,1.1001e-07,1.3491e-07
5809.33,1.125e-06,7.3605e-06,8.9561e-06,1.6095e-08,1.095e-07,1.3385e-07
5822.94,1.1382e-06,7.3533e-06,8.8954e-06,4.6031e-08,1.0892e-07,1.3293e-07
5836.54,1.1499e-06,7.3395e-06,8.8272e-06,4.7686e-08,1.0817e-07,1.3191e-07
5850.15,1.1612e-06,7.3263e-06,8.76e-06,1.8858e-08,1.0749e-07,1.3089e-07
5863.75,1.1721e-06,7.3133e-06,8.6935e-06,2.8383e-11,1.07e-07,1.2989e-07
5877.36,1.1826e-06,7.3007e-06,8.6279e-06,2.8511e-08,1.0674e-07,1.289e-07
5890.96,1.1926e-06,7.2885e-06,8.5631e-06,9.4146e-08,1.0673e-07,1.2793e-07
5904.57,1.2022e-06,7.2769e-06,8.4994e-06,1.4473e-07,1.0689e-07,1.2697e-07
5918.17,1.2113e-06,7.2658e-06,8.4367e-06,1.364e-07,1.071e-07,1.2603e-07
5931.78,1.2199e-06,7.2552e-06,8.3748e-06,7.6913e-08,1.0723e-07,1.251e-07
5945.38,1.228e-06,7.2446e-06,8.3134e-06,1.718e-08,1.0719e-07,1.2418e-07
5958.99,1.2352e-06,7.2333e-06,8.2516e-06,7.6768e-10,1.069e-07,1.2325e-07
5972.59,1.2423e-06,7.225e-06,8.1936e-06,2.3734e-08,1.0644e-07,1.2238e-07
5986.2,1.2483e-06,7.2146e-06,8.1335e-06,4.5131e-08,1.058e-07,1.2147e-07
5999.8,1.2536e-06,7.2041e-06,8.0736e-06,3.4845e-08,1.0515e-07,1.2058e-07
6013.41,1.2581e-06,7.1935e-06,8.0141e-06,7.097e-09,1.0459e-07,1.1968e-07
6027.01,1.2618e-06,7.1829e-06,7.9549e-06,4.3477e-09,1.0422e-07,1.188e-07
6040.62,1.2647e-06,7.1724e-06,7.8964e-06,4.9214e-08,1.0408e-07,1.1792e-07
6054.22,1.2669e-06,7.1623e-06,7.8385e-06,1.1567e-07,1.0415e-07,1.1705e-07
6067.83,1.2683e-06,7.1525e-06,7.7815e-06,1.5057e-07,1.0435e-07,1.162e-07
6081.43,1.269e-06,7.1433e-06,7.7254e-06,1.2434e-07,1.0457e-07,1.1536e-07
6095.04,1.269e-06,7.1344e-06,7.6701e-06,5.9481e-08,1.0468e-07,1.1453e-07
6108.64,1.2683e-06,7.1263e-06,7.6159e-06,8.462e-09,1.0461e-07,1.1372e-07
6122.25,1.2668e-06,7.1178e-06,7.5618e-06,3.7552e-09,1.0432e-07,1.1291e-07
6135.85,1.2645e-06,7.1095e-06,7.5082e-06,3.0279e-08,1.0383e-07,1.1211e-07
6149.46,1.2615e-06,7.1011e-06,7.4549e-06,4.6509e-08,1.0323e-07,1.1131e-07
6163.06,1.2578e-06,7.0924e-06,7.4017e-06,3.0735e-08,1.0262e-07,1.1052e-07
6176.67,1.2534e-06,7.0835e-06,7.3486e-06,4.1582e-09,1.0213e-07,1.0973e-07
6190.27,1.2484e-06,7.0744e-06,7.2957e-06,7.4333e-09,1.0182e-07,1.0894e-07
6203.88,1.2428e-06,7.0652e-06,7.2432e-06,5.5486e-08,1.0173e-07,1.0815e-07
6217.48,1.2366e-06,7.0561e-06,7.1912e-06,1.1761e-07,1.0183e-07,1.0738e-07
6231.09,1.23e-06,7.0473e-06,7.1397e-06,1.4395e-07,1.0203e-07,1.0661e-07
6244.69,1.2229e-06,7.0383e-06,7.0885e-06,1.1242e-07,1.0222e-07,1.0584e-07
6258.3,1.2156e-06,7.0312e-06,7.0396e-06,4.9603e-08,1.0233e-07,1.0511e-07
6271.9,1.2083e-06,7.0256e-06,6.9926e-06,5.1934e-09,1.0227e-07,1.0441e-07
6285.51,1.2001e-06,7.0178e-06,6.9437e-06,5.8128e-09,1.0198e-07,1.0368e-07
6299.11,1.1916e-06,7.0104e-06,6.8956e-06,3.3338e-08,1.015e-07,1.0297e-07
6312.72,1.1827e-06,7.0031e-06,6.8479e-06,4.7877e-08,1.0094e-07,1.0226e-07
6326.32,1.1735e-06,6.9955e-06,6.8004e-06,3.0822e-08,1.0037e-07,1.0155e-07
6339.93,1.1638e-06,6.9877e-06,6.753e-06,4.1818e-09,9.9918e-08,1.0084e-07
6353.53,1.1537e-06,6.9795e-06,6.7056e-06,7.0886e-09,9.9638e-08,1.0013e-07
6367.14,1.1432e-06,6.9711e-06,6.6583e-06,5.3586e-08,9.956e-08,9.9429e-08
6380.74,1.1322e-06,6.9623e-06,6.6112e-06,1.1448e-07,9.9653e-08,9.8726e-08
6394.35,1.1208e-06,6.9529e-06,6.5637e-06,1.4198e-07,9.9837e-08,9.802e-08
6407.95,1.1093e-06,6.9455e-06,6.5186e-06,1.1364e-07,1.0005e-07,9.7347e-08
6421.56,1.0984e-06,6.9453e-06,6.4805e-06,5.2946e-08,1.0027e-07,9.6779e-08
6435.16,1.0856e-06,6.9354e-06,6.4337e-06,7.0157e-09,1.0017e-07,9.6082e-08
6448.77,1.0728e-06,6.9278e-06,6.3895e-06,4.0073e-09,9.9908e-08,9.5423e-08
6462.37,1.0595e-06,6.9209e-06,6.3461e-06,2.9868e-08,9.9482e-08,9.4778e-08
6475.98,1.0458e-06,6.9142e-06,6.3033e-06,4.6882e-08,9.8958e-08,9.414e-08
6489.58,1.0316e-06,6.9073e-06,6.2608e-06,3.3633e-08,9.8428e-08,9.3506e-08
6503.19,1.0169e-06,6.9002e-06,6.2184e-06,6.7962e-09,9.7987e-08,9.2874e-08
6516.79,1.0017e-06,6.8926e-06,6.1759e-06,3.5783e-09,9.7704e-08,9.224e-08
6530.4,9.8593e-07,6.8844e-06,6.1332e-06,4.257e-08,9.7608e-08,9.1605e-08
6544.0,9.6959e-07,6.8753e-06,6.0901e-06,1.0184e-07,9.7671e-08,9.0963e-08
6557.61,9.523e-07,6.8625e-06,6.0441e-06,1.3622e-07,9.779e-08,9.0277e-08
6571.21,9.3506e-07,6.8528e-06,6.0012e-06,1.1806e-07,9.797e-08,8.9637e-08
6584.82,9.1967e-07,6.8596e-06,5.9731e-06,6.226e-08,9.8309e-08,8.9219e-08
6598.42,9.0175e-07,6.8504e-06,5.9313e-06,1.2157e-08,9.8265e-08,8.8596e-08
6612.03,8.8372e-07,6.8427e-06,5.8912e-06,1.4704e-09,9.8054e-08,8.7998e-08
6625.63,8.655e-07,6.8356e-06,5.852e-06,2.5199e-08,9.7677e-08,8.7413e-08
6639.24,8.4706e-07,6.8288e-06,5.8134e-06,4.8727e-08,9.7189e-08,8.6837e-08
6652.84,8.2842e-07,6.8221e-06,5.7752e-06,4.3734e-08,9.6671e-08,8.6267e-08
6666.45,8.0959e-07,6.8153e-06,5.7371e-06,1.6228e-08,9.6215e-08,8.5699e-08
6680.05,7.9058e-07,6.8079e-06,5.699e-06,1.0817e-11,9.5893e-08,8.5131e-08
6693.66,7.7137e-07,6.7998e-06,5.6607e-06,2.2352e-08,9.574e-08,8.4558e-08
