,1s,1s,1s,2s,2s,2s
6707.26,7.5192e-07,6.79e-06,5.6212e-06,7.5148e-08,9.5737e-08,8.3969e-08
6720.87,7.3253e-07,6.7809e-06,5.5828e-06,1.1954e-07,9.5873e-08,8.3395e-08
6734.47,7.1478e-07,6.7873e-06,5.5573e-06,1.2026e-07,9.6275e-08,8.3016e-08
6748.08,6.9498e-07,6.7744e-06,5.5163e-06,7.6276e-08,9.636e-08,8.2404e-08
6761.68,6.7562e-07,6.7651e-06,5.4787e-06,2.3156e-08,9.6374e-08,8.1841e-08
6775.29,6.5643e-07,6.7568e-06,5.4422e-06,3.0568e-11,9.623e-08,8.1296e-08
6788.89,6.3736e-07,6.7491e-06,5.4065e-06,1.6246e-08,9.592e-08,8.0762e-08
6802.5,6.1843e-07,6.7418e-06,5.3714e-06,4.5838e-08,9.5478e-08,8.0238e-08
6816.1,5.996e-07,6.7347e-06,5.3369e-06,5.4442e-08,9.4977e-08,7.9722e-08
6829.71,5.8088e-07,6.7277e-06,5.3027e-06,3.2711e-08,9.4501e-08,7.921e-08
6843.31,5.6223e-07,6.7204e-06,5.2686e-06,4.9148e-09,9.4126e-08,7.87e-08
6856.92,5.4362e-07,6.7124e-06,5.2343e-06,5.0762e-09,9.39e-08,7.8187e-08
6870.52,5.2496e-07,6.7022e-06,5.1986e-06,4.3309e-08,9.3818e-08,7.7653e-08
6884.13,5.0639e-07,6.6918e-06,5.1631e-06,9.4072e-08,9.3881e-08,7.7121e-08
6897.73,4.89e-07,6.6959e-06,5.139e-06,1.1781e-07,9.4232e-08,7.6761e-08
6911.34,4.7059e-07,6.685e-06,5.1038e-06,9.4913e-08,9.4374e-08,7.6232e-08
6924.94,4.524e-07,6.6755e-06,5.0699e-06,4.4184e-08,9.4455e-08,7.5724e-08
6938.55,4.3436e-07,6.6665e-06,5.0366e-06,5.3773e-09,9.44e-08,7.5227e-08
6952.15,4.1645e-07,6.6579e-06,5.004e-06,4.8268e-09,9.4181e-08,7.4738e-08
6965.76,3.987e-07,6.6496e-06,4.972e-06,3.3835e-08,9.3811e-08,7.4257e-08
6979.36,3.8109e-07,6.6417e-06,4.9405e-06,5.8988e-08,9.3345e-08,7.3785e-08
6992.97,3.6363e-07,6.6341e-06,4.9095e-06,5.4122e-08,9.2855e-08,7.3321e-08
7006.57,3.4633e-07,6.6265e-06,4.8789e-06,2.4455e-08,9.2422e-08,7.2861e-08
7020.18,3.2919e-07,6.6186e-06,4.8483e-06,1.0962e-09,9.2108e-08,7.2402e-08
7033.78,3.1216e-07,6.6092e-06,4.817e-06,1.1433e-08,9.1934e-08,7.1931e-08
7047.39,2.9529e-07,6.5985e-06,4.785e-06,5.2712e-08,9.1901e-08,7.1451e-08
7060.99,2.791e-07,6.598e-06,4.7607e-06,9.3236e-08,9.2129e-08,7.1085e-08
7074.6,2.6276e-07,6.5882e-06,4.7299e-06,9.9472e-08,9.2281e-08,7.0622e-08
7088.2,2.4672e-07,6.5786e-06,4.6996e-06,6.6155e-08,9.2409e-08,7.0166e-08
7101.81,2.31e-07,6.5689e-06,4.6695e-06,2.0827e-08,9.2436e-08,6.9714e-08
7115.41,2.1563e-07,6.5593e-06,4.6397e-06,9.8532e-12,9.2313e-08,6.9267e-08
7129.02,2.0063e-07,6.5497e-06,4.6103e-06,1.7786e-08,9.2031e-08,6.8825e-08
7142.62,1.8604e-07,6.5405e-06,4.5814e-06,5.4539e-08,9.1617e-08,6.839e-08
7156.23,1.7189e-07,6.5316e-06,4.5531e-06,7.5336e-08,9.1127e-08,6.7962e-08
7169.83,1.5819e-07,6.5229e-06,4.5252e-06,6.1175e-08,9.0637e-08,6.7542e-08
7183.44,1.4496e-07,6.5145e-06,4.4977e-06,2.5383e-08,9.0221e-08,6.7128e-08
7197.04,1.3222e-07,6.5059e-06,4.4703e-06,1.0144e-09,8.9931e-08,6.6716e-08
7210.65,1.1996e-07,6.4962e-06,4.4426e-06,1.0925e-08,8.978e-08,6.6298e-08
7224.25,1.0829e-07,6.4895e-06,4.4171e-06,4.7263e-08,8.9817e-08,6.5914e-08
7237.86,9.7115e-08,6.4802e-06,4.3901e-06,7.8384e-08,8.9921e-08,6.5507e-08
7251.46,8.6493e-08,6.4705e-06,4.3631e-06,7.6945e-08,9.0055e-08,6.51e-08
7265.07,7.6437e-08,6.4604e-06,4.3361e-06,4.4123e-08,9.0145e-08,6.4693e-08
7278.67,6.696e-08,6.4499e-06,4.3091e-06,8.73e-09,9.0126e-08,6.4286e-08
7292.28,5.8074e-08,6.4392e-06,4.2823e-06,2.0833e-09,8.996e-08,6.3881e-08
7305.88,4.979e-08,6.4284e-06,4.2557e-06,3.0724e-08,8.9644e-08,6.348e-08
7319.49,4.2114e-08,6.4178e-06,4.2294e-06,7.0715e-08,8.9207e-08,6.3083e-08
7333.09,3.5054e-08,6.4075e-06,4.2036e-06,8.8286e-08,8.8709e-08,6.2694e-08
7346.7,2.8616e-08,6.3974e-06,4.1783e-06,6.8759e-08,8.8221e-08,6.2311e-08
7360.3,2.2805e-08,6.3875e-06,4.1533e-06,2.8797e-08,8.7811e-08,6.1933e-08
7373.91,1.7632e-08,6.3786e-06,4.1292e-06,1.698e-09,8.754e-08,6.1569e-08
7387.51,1.3098e-08,6.3689e-06,4.1048e-06,8.746e-09,8.7407e-08,6.12e-08
7401.12,9.2155e-09,6.3591e-06,4.0806e-06,4.1397e-08,8.7411e-08,6.0835e-08
7414.72,5.9956e-09,6.3491e-06,4.0565e-06,6.9389e-08,8.7508e-08,6.0471e-08
7428.33,3.4504e-09,6.3386e-06,4.0324e-06,6.7437e-08,8.7631e-08,6.0106e-08
7441.93,1.5933e-09,6.3276e-06,4.0082e-06,3.7288e-08,8.771e-08,5.974e-08
7455.54,4.3911e-10,6.3161e-06,3.9839e-06,6.2003e-09,8.7685e-08,5.9372e-08
7469.14,3.426e-12,6.3042e-06,3.9596e-06,3.3168e-09,8.7518e-08,5.9005e-08
7482.75,3.0276e-10,6.292e-06,3.9354e-06,3.4335e-08,8.7206e-08,5.8639e-08
7496.35,1.3544e-09,6.2798e-06,3.9114e-06,7.6127e-08,8.6776e-08,5.8276e-08
7509.96,3.1764e-09,6.2675e-06,3.8876e-06,9.579e-08,8.6282e-08,5.7916e-08
7523.56,5.7869e-09,6.2548e-06,3.8638e-06,7.7878e-08,8.5785e-08,5.7556e-08
7537.17,9.2086e-09,6.2448e-06,3.8419e-06,3.6901e-08,8.5392e-08,5.7225e-08
7550.77,1.3465e-08,6.2372e-06,3.8217e-06,4.7044e-09,8.5147e-08,5.6918e-08
7564.38,1.856e-08,6.2248e-06,3.7988e-06,4.012e-09,8.4978e-08,5.6571e-08
7577.98,2.4522e-08,6.2134e-06,3.7767e-06,3.018e-08,8.4953e-08,5.6238e-08
7591.59,3.1367e-08,6.2021e-06,3.7549e-06,5.6445e-08,8.5025e-08,5.5908e-08
7605.19,3.9109e-08,6.1905e-06,3.7332e-06,5.7778e-08,8.513e-08,5.5579e-08
7618.8,4.7761e-08,6.1785e-06,3.7114e-06,3.2817e-08,8.5201e-08,5.5249e-08
7632.4,5.7331e-08,6.1659e-06,3.6895e-06,5.2885e-09,8.5178e-08,5.4918e-08
7646.01,6.7829e-08,6.1527e-06,3.6675e-06,3.7603e-09,8.5021e-08,5.4585e-08
7659.61,7.9261e-08,6.1391e-06,3.6455e-06,3.681e-08,8.472e-08,5.4252e-08
7673.22,9.1631e-08,6.1248e-06,3.6233e-06,8.4517e-08,8.4294e-08,5.3916e-08
7686.82,1.0493e-07,6.1097e-06,3.6008e-06,1.1347e-07,8.3782e-08,5.3576e-08
7700.43,1.1907e-07,6.0885e-06,3.575e-06,1.029e-07,8.3178e-08,5.3187e-08
7714.03,1.3481e-07,6.0986e-06,3.5678e-06,6.1372e-08,8.3051e-08,5.3074e-08
7727.64,1.5087e-07,6.0776e-06,3.5426e-06,1.7722e-08,8.2601e-08,5.2694e-08
7741.24,1.6803e-07,6.0633e-06,3.5215e-06,1.295e-11,8.237e-08,5.2374e-08
7754.85,1.8618e-07,6.0501e-06,3.5012e-06,1.2563e-08,8.2283e-08,5.2068e-08
7768.45,2.0531e-07,6.0372e-06,3.4814e-06,3.542e-08,8.23e-08,5.1767e-08
7782.06,2.2541e-07,6.0243e-06,3.4617e-06,4.3162e-08,8.2369e-08,5.147e-08
7795.66,2.4646e-07,6.0112e-06,3.4421e-06,2.759e-08,8.2424e-08,5.1173e-08
7809.27,2.6845e-07,5.9975e-06,3.4224e-06,5.1705e-09,8.2405e-08,5.0875e-08
7822.87,2.9139e-07,5.9832e-06,3.4025e-06,3.0057e-09,8.2268e-08,5.0575e-08
7836.48,3.1524e-07,5.9681e-06,3.3824e-06,3.502e-08,8.1991e-08,5.0271e-08
7850.08,3.4e-07,5.9519e-06,3.3619e-06,8.8197e-08,8.1579e-08,4.9961e-08
7863.69,3.6554e-07,5.9327e-06,3.3399e-06,1.3049e-07,8.1043e-08,4.9629e-08
7877.29,3.9233e-07,5.9181e-06,3.3207e-06,1.3466e-07,8.0538e-08,4.9339e-08
7890.9,4.2126e-07,5.9195e-06,3.3107e-06,9.8539e-08,8.028e-08,4.9185e-08
7904.5,4.4977e-07,5.9e-06,3.2891e-06,4.5421e-08,7.9817e-08,4.886e-08
7918.11,4.7952e-07,5.8839e-06,3.2696e-06,7.6448e-09,7.9515e-08,4.8565e-08
7931.71,5.104e-07,5.8687e-06,3.2509e-06,1.2898e-09,7.9352e-08,4.8283e-08
7945.32,5.4239e-07,5.8541e-06,3.2327e-06,1.6966e-08,7.9306e-08,4.8007e-08
7958.92,5.7548e-07,5.8397e-06,3.2147e-06,3.0699e-08,7.9333e-08,4.7736e-08
7972.53,6.0969e-07,5.8253e-06,3.1969e-06,2.5912e-08,7.9376e-08,4.7467e-08
7986.13,6.4499e-07,5.8106e-06,3.1792e-06,8.1583e-09,7.9377e-08,4.72e-08
7999.74,6.8139e-07,5.7954e-06,3.1614e-06,4.8532e-10,7.9283e-08,4.693e-08
8013.34,7.1884e-07,5.7793e-06,3.1432e-06,2.3297e-08,7.9061e-08,4.6657e-08
8026.95,7.5726e-07,5.7617e-06,3.1244e-06,7.5228e-08,7.8698e-08,4.6374e-08
8040.55,7.9598e-07,5.7378e-06,3.1025e-06,1.3079e-07,7.8153e-08,4.6043e-08
8054.16,8.3673e-07,5.7203e-06,3.0841e-06,1.5784e-07,7.764e-08,4.5767e-08
8067.76,8.8201e-07,5.7244e-06,3.0776e-06,1.4058e-07,7.7417e-08,4.5666e-08
8081.37,9.2499e-07,5.7047e-06,3.0584e-06,8.9088e-08,7.6923e-08,4.5377e-08
8094.97,9.6948e-07,5.6868e-06,3.0404e-06,3.4389e-08,7.6548e-08,4.5107e-08
8108.58,1.0153e-06,5.6698e-06,3.023e-06,3.5999e-09,7.63e-08,4.4845e-08
8122.18,1.0626e-06,5.6533e-06,3.0061e-06,2.62e-09,7.6173e-08,4.459e-08
8135.79,1.1111e-06,5.6372e-06,2.9896e-06,1.5503e-08,7.614e-08,4.4341e-08
8149.39,1.1609e-06,5.6213e-06,2.9733e-06,2.0832e-08,7.6155e-08,4.4097e-08
8163.0,1.212e-06,5.6055e-06,2.9572e-06,1.1267e-08,7.6165e-08,4.3855e-08
8176.6,1.2644e-06,5.5894e-06,2.9412e-06,3.054e-10,7.6113e-08,4.3613e-08
8190.21,1.3178e-06,5.5727e-06,2.925e-06,1.0767e-08,7.5958e-08,4.337e-08
8203.81,1.372e-06,5.5545e-06,2.9082e-06,5.429e-08,7.5669e-08,4.3118e-08
8217.42,1.4254e-06,5.5284e-06,2.8875e-06,1.1829e-07,7.5164e-08,4.2807e-08
8231.02,1.4892e-06,5.5375e-06,2.8852e-06,1.729e-07,7.5056e-08,4.2771e-08
8244.63,1.5449e-06,5.5112e-06,2.8647e-06,1.8692e-07,7.4432e-08,4.2463e-08
8258.23,1.6034e-06,5.4914e-06,2.8477e-06,1.5392e-07,7.391e-08,4.2208e-08
8271.84,1.6632e-06,5.4723e-06,2.8313e-06,9.2732e-08,7.3461e-08,4.1962e-08
8285.44,1.7241e-06,5.4537e-06,2.8152e-06,3.5201e-08,7.3113e-08,4.1721e-08
8299.05,1.7863e-06,5.4353e-06,2.7994e-06,4.3762e-09,7.288e-08,4.1485e-08
8312.65,1.8496e-06,5.4174e-06,2.784e-06,1.1934e-09,7.2754e-08,4.1254e-08
8326.26,1.9141e-06,5.3997e-06,2.769e-06,8.7411e-09,7.2707e-08,4.1028e-08
8339.86,1.9798e-06,5.3824e-06,2.7542e-06,9.6611e-09,7.2693e-08,4.0807e-08
8353.47,2.0465e-06,5.3652e-06,2.7396e-06,2.263e-09,7.2663e-08,4.0588e-08
8367.07,2.1143e-06,5.3478e-06,2.7251e-06,2.3791e-09,7.2567e-08,4.0372e-08
8380.68,2.1829e-06,5.3298e-06,2.7104e-06,2.9469e-08,7.2367e-08,4.0152e-08
8394.28,2.2507e-06,5.3073e-06,2.6936e-06,8.7976e-08,7.1999e-08,3.9901e-08
8407.89,2.3267e-06,5.3017e-06,2.6855e-06,1.5966e-07,7.1761e-08,3.9779e-08
8421.49,2.397e-06,5.2801e-06,2.6695e-06,2.1109e-07,7.124e-08,3.9539e-08
8435.1,2.4692e-06,5.2605e-06,2.6546e-06,2.1655e-07,7.0721e-08,3.9316e-08
8448.7,2.5425e-06,5.2409e-06,2.6398e-06,1.7361e-07,7.0225e-08,3.9096e-08
8462.31,2.6168e-06,5.2212e-06,2.6251e-06,1.0483e-07,6.9792e-08,3.8877e-08
8475.91,2.6921e-06,5.2015e-06,2.6106e-06,4.2374e-08,6.9453e-08,3.866e-08
8489.52,2.7687e-06,5.1819e-06,2.5962e-06,7.5542e-09,6.9219e-08,3.8445e-08
8503.12,2.8466e-06,5.1625e-06,2.5821e-06,7.927e-11,6.9083e-08,3.8235e-08
8516.73,2.9258e-06,5.1434e-06,2.5683e-06,3.8699e-09,6.9016e-08,3.8029e-08
8530.33,3.0064e-06,5.1246e-06,2.5547e-06,3.8609e-09,6.8978e-08,3.7827e-08
8543.94,3.0885e-06,5.1061e-06,2.5415e-06,7.1423e-11,6.8923e-08,3.7629e-08
8557.54,3.1719e-06,5.0878e-06,2.5284e-06,7.8278e-09,6.8807e-08,3.7435e-08
8571.15,3.2565e-06,5.0691e-06,2.5153e-06,4.4e-08,6.8596e-08,3.724e-08
8584.75,3.3434e-06,5.052e-06,2.5031e-06,1.1013e-07,6.8307e-08,3.7058e-08
8598.36,3.4304e-06,5.0329e-06,2.49e-06,1.8579e-07,6.79e-08,3.6864e-08
8611.96,3.5186e-06,5.0137e-06,2.477e-06,2.3843e-07,6.743e-08,3.667e-08
8625.57,3.6078e-06,4.994e-06,2.464e-06,2.4297e-07,6.6932e-08,3.6476e-08
8639.17,3.6981e-06,4.9739e-06,2.4508e-06,1.9765e-07,6.6451e-08,3.628e-08
8652.78,3.7893e-06,4.9535e-06,2.4375e-06,1.2487e-07,6.6025e-08,3.6084e-08
8666.38,3.8817e-06,4.9327e-06,2.4243e-06,5.649e-08,6.5683e-08,3.5887e-08
8679.99,3.9751e-06,4.9119e-06,2.4111e-06,1.4553e-08,6.5438e-08,3.5691e-08
8693.59,4.0699e-06,4.8911e-06,2.3981e-06,6.5041e-10,6.5282e-08,3.5498e-08
8707.2,4.1661e-06,4.8706e-06,2.3853e-06,8.3089e-10,6.5191e-08,3.5308e-08
8720.8,4.2636e-06,4.8503e-06,2.3728e-06,9.9018e-10,6.5129e-08,3.5122e-08
8734.41,4.3626e-06,4.8303e-06,2.3605e-06,3.3843e-10,6.5052e-08,3.494e-08
8748.01,4.4628e-06,4.8103e-06,2.3483e-06,1.2415e-08,6.492e-08,3.476e-08
8761.62,4.5657e-06,4.7919e-06,2.337e-06,5.29e-08,6.4727e-08,3.4593e-08
8775.22,4.6686e-06,4.7724e-06,2.3253e-06,1.2362e-07,6.4423e-08,3.4419e-08
8788.83,4.7724e-06,4.7527e-06,2.3136e-06,2.0545e-07,6.4032e-08,3.4246e-08
8802.43,4.8771e-06,4.7329e-06,2.302e-06,2.662e-07,6.3576e-08,3.4073e-08
8816.04,4.9824e-06,4.7127e-06,2.2902e-06,2.7897e-07,6.3088e-08,3.39e-08
8829.64,5.0881e-06,4.692e-06,2.2784e-06,2.3839e-07,6.261e-08,3.3725e-08
8843.25,5.1943e-06,4.6709e-06,2.2664e-06,1.6358e-07,6.2177e-08,3.3548e-08
8856.85,5.3008e-06,4.6493e-06,2.2544e-06,8.612e-08,6.1818e-08,3.337e-08
8870.46,5.4078e-06,4.6275e-06,2.2423e-06,3.1349e-08,6.1545e-08,3.3191e-08
8884.06,5.5153e-06,4.6055e-06,2.2302e-06,6.0753e-09,6.1355e-08,3.3013e-08
8897.67,5.6235e-06,4.5835e-06,2.2182e-06,2.3787e-10,6.1228e-08,3.2835e-08
8911.27,5.7324e-06,4.5614e-06,2.2063e-06,2.9814e-12,6.1131e-08,3.2659e-08
8924.88,5.841e-06,4.5385e-06,2.1941e-06,1.5802e-09,6.1015e-08,3.2479e-08
8938.48,5.9556e-06,4.5197e-06,2.184e-06,1.5034e-08,6.091e-08,3.233e-08
8952.09,6.0745e-06,4.5034e-06,2.1752e-06,5.524e-08,6.0765e-08,3.22e-08
8965.69,6.1864e-06,4.4812e-06,2.1636e-06,1.2668e-07,6.0454e-08,3.2029e-08
8979.3,6.3009e-06,4.4603e-06,2.1528e-06,2.1437e-07,6.0076e-08,3.1869e-08
8992.9,6.4164e-06,4.4396e-06,2.1421e-06,2.879e-07,5.9636e-08,3.1712e-08
9006.51,6.5327e-06,4.4188e-06,2.1315e-06,3.1727e-07,5.916e-08,3.1555e-08
9020.11,6.6495e-06,4.3977e-06,2.1208e-06,2.9016e-07,5.8683e-08,3.1398e-08
9033.72,6.7665e-06,4.3762e-06,2.11e-06,2.1898e-07,5.824e-08,3.1239e-08
9047.32,6.8836e-06,4.3542e-06,2.0991e-06,1.332e-07,5.7857e-08,3.1078e-08
9060.93,7.001e-06,4.3318e-06,2.0881e-06,6.2272e-08,5.755e-08,3.0915e-08
9074.53,7.1184e-06,4.309e-06,2.0769e-06,2.0659e-08,5.732e-08,3.075e-08
9088.14,7.2359e-06,4.2856e-06,2.0656e-06,4.5835e-09,5.7151e-08,3.0583e-08
9101.74,7.3525e-06,4.2612e-06,2.0538e-06,1.2934e-09,5.7008e-08,3.041e-08
9115.35,7.4572e-06,4.2296e-06,2.0387e-06,2.9887e-09,5.6775e-08,3.0187e-08
9128.95,7.6306e-06,4.236e-06,2.042e-06,1.4658e-08,5.7022e-08,3.0236e-08
9142.56,7.7371e-06,4.2043e-06,2.0269e-06,4.9499e-08,5.6697e-08,3.0015e-08
9156.16,7.8594e-06,4.1808e-06,2.016e-06,1.1624e-07,5.6407e-08,2.9853e-08
9169.77,7.9852e-06,4.1587e-06,2.0058e-06,2.0692e-07,5.6053e-08,2.9703e-08
9183.37,8.1131e-06,4.1372e-06,1.9959e-06,2.9571e-07,5.5637e-08,2.9557e-08
9196.98,8.2424e-06,4.1158e-06,1.9862e-06,3.5022e-07,5.5178e-08,2.9414e-08
9210.58,8.3726e-06,4.0944e-06,1.9765e-06,3.4889e-07,5.4705e-08,2.9272e-08
9224.19,8.5033e-06,4.0727e-06,1.9668e-06,2.9295e-07,5.4249e-08,2.9129e-08
9237.79,8.6342e-06,4.0507e-06,1.957e-06,2.0544e-07,5.3839e-08,2.8985e-08
9251.4,8.7648e-06,4.0281e-06,1.947e-06,1.1796e-07,5.3494e-08,2.8837e-08
9265.0,8.8949e-06,4.0048e-06,1.9367e-06,5.4081e-08,5.3217e-08,2.8687e-08
9278.61,9.0234e-06,3.9806e-06,1.9261e-06,1.9981e-08,5.2998e-08,2.853e-08
9292.21,9.1461e-06,3.9536e-06,1.9142e-06,7.5625e-09,5.2793e-08,2.8354e-08
9305.82,9.2823e-06,3.9322e-06,1.905e-06,6.3614e-09,5.2684e-08,2.822e-08
9319.42,9.4584e-06,3.9271e-06,1.9038e-06,1.4789e-08,5.2783e-08,2.8203e-08
9333.03,9.5789e-06,3.8984e-06,1.8913e-06,4.1956e-08,5.2525e-08,2.8018e-08
9346.63,9.7104e-06,3.8741e-06,1.8809e-06,9.9236e-08,5.2261e-08,2.7866e-08
9360.24,9.8455e-06,3.8511e-06,1.8713e-06,1.8715e-07,5.1938e-08,2.7724e-08
9373.84,9.9826e-06,3.8287e-06,1.862e-06,2.8816e-07,5.1552e-08,2.7587e-08
9387.45,1.0121e-05,3.8067e-06,1.853e-06,3.7128e-07,5.1115e-08,2.7455e-08
9401.05,1.0261e-05,3.7849e-06,1.8441e-06,4.0658e-07,5.065e-08,2.7324e-08
9414.66,1.0401e-05,3.7631e-06,1.8353e-06,3.8098e-07,5.0186e-08,2.7195e-08
9428.26,1.054e-05,3.7412e-06,1.8265e-06,3.0512e-07,4.975e-08,2.7065e-08
9441.87,1.0679e-05,3.7188e-06,1.8175e-06,2.0728e-07,4.9364e-08,2.6933e-08
9455.47,1.0816e-05,3.6958e-06,1.8083e-06,1.1828e-07,4.904e-08,2.6797e-08
9469.08,1.095e-05,3.6716e-06,1.7986e-06,5.6977e-08,4.8771e-08,2.6654e-08
9482.68,1.1071e-05,3.6433e-06,1.7869e-06,2.5223e-08,4.8507e-08,2.6481e-08
9496.29,1.1211e-05,3.6211e-06,1.7782e-06,1.4173e-08,4.8365e-08,2.6354e-08
9509.89,1.1403e-05,3.6155e-06,1.7778e-06,1.6094e-08,4.8455e-08,2.6349e-08
9523.5,1.1528e-05,3.5884e-06,1.7668e-06,3.2601e-08,4.8239e-08,2.6187e-08
9537.1,1.1662e-05,3.564e-06,1.7572e-06,7.3525e-08,4.8012e-08,2.6046e-08
9550.71,1.1798e-05,3.5404e-06,1.7481e-06,1.465e-07,4.7735e-08,2.5911e-08
9564.31,1.1936e-05,3.5174e-06,1.7393e-06,2.4584e-07,4.7396e-08,2.5782e-08
9577.92,1.2076e-05,3.4949e-06,1.7308e-06,3.4885e-07,4.6999e-08,2.5657e-08
9591.52,1.2218e-05,3.4727e-06,1.7226e-06,4.2351e-07,4.6562e-08,2.5535e-08
9605.13,1.236e-05,3.4508e-06,1.7145e-06,4.4357e-07,4.6108e-08,2.5415e-08
9618.73,1.2503e-05,3.429e-06,1.7065e-06,4.0202e-07,4.5663e-08,2.5297e-08
9632.34,1.2647e-05,3.4071e-06,1.6985e-06,3.1463e-07,4.5251e-08,2.518e-08
9645.94,1.2789e-05,3.3848e-06,1.6903e-06,2.1148e-07,4.489e-08,2.506e-08
9659.55,1.2928e-05,3.3617e-06,1.6818e-06,1.218e-07,4.4583e-08,2.4934e-08
9673.15,1.3054e-05,3.3351e-06,1.6716e-06,6.1502e-08,4.4295e-08,2.4783e-08
9686.76,1.3194e-05,3.3121e-06,1.6632e-06,3.0654e-08,4.4109e-08,2.466e-08
9700.36,1.339e-05,3.3027e-06,1.6617e-06,2.0537e-08,4.4135e-08,2.4638e-08
9713.97,1.3522e-05,3.2775e-06,1.6523e-06,2.4905e-08,4.3957e-08,2.45e-08
9727.57,1.366e-05,3.2536e-06,1.6436e-06,4.6921e-08,4.3774e-08,2.4371e-08
9741.18,1.38e-05,3.2302e-06,1.6352e-06,9.584e-08,4.3552e-08,2.4246e-08
9754.78,1.3941e-05,3.207e-06,1.6269e-06,1.7701e-07,4.3274e-08,2.4124e-08
9768.39,1.4084e-05,3.1842e-06,1.6188e-06,2.8195e-07,4.2938e-08,2.4005e-08
9781.99,1.4229e-05,3.1617e-06,1.611e-06,3.8633e-07,4.2549e-08,2.3889e-08
9795.6,1.4376e-05,3.1396e-06,1.6034e-06,4.585e-07,4.2125e-08,2.3777e-08
9809.2,1.4524e-05,3.1178e-06,1.5959e-06,4.7404e-07,4.1688e-08,2.3667e-08
9822.81,1.4673e-05,3.0962e-06,1.5886e-06,4.2796e-07,4.1263e-08,2.3559e-08
9836.41,1.4824e-05,3.0746e-06,1.5814e-06,3.3705e-07,4.0871e-08,2.3452e-08
9850.02,1.4973e-05,3.0528e-06,1.5741e-06,2.3112e-07,4.0528e-08,2.3344e-08
9863.62,1.5116e-05,3.0297e-06,1.5661e-06,1.3864e-07,4.0229e-08,2.3226e-08
9877.23,1.526e-05,3.007e-06,1.5583e-06,7.5353e-08,3.9991e-08,2.3111e-08
9890.83,1.544e-05,2.9913e-06,1.5543e-06,4.1858e-08,3.9896e-08,2.3052e-08
9904.44,1.5583e-05,2.9683e-06,1.5465e-06,3.0418e-08,3.9732e-08,2.2936e-08
9918.04,1.5728e-05,2.9457e-06,1.5388e-06,3.5996e-08,3.9576e-08,2.2823e-08
9931.65,1.5872e-05,2.923e-06,1.5312e-06,6.159e-08,3.9399e-08,2.271e-08
9945.25,1.6015e-05,2.9002e-06,1.5236e-06,1.1562e-07,3.9182e-08,2.2598e-08
9958.86,1.6158e-05,2.8776e-06,1.5161e-06,2.0244e-07,3.891e-08,2.2486e-08
9972.46,1.6301e-05,2.8551e-06,1.5086e-06,3.1306e-07,3.8582e-08,2.2376e-08
9986.07,1.6445e-05,2.8329e-06,1.5014e-06,4.232e-07,3.8204e-08,2.2268e-08
9999.67,1.6591e-05,2.811e-06,1.4943e-06,5.0127e-07,3.7792e-08,2.2163e-08
