,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
,x,y,z,x,y,z,x,y,z,x,y,z
0,,,,,,,,,,,,
13.6,,,,,,,,,,0.27186,0.26814,0.096873
27.21,,,,,,,,,,0.22297,0.22065,0.13972
40.81,,,,,,,,,,0.16611,0.16471,0.12114
54.42,,,,,,,,,,0.12549,0.12448,0.09832
68.02,,,,4.2992,4.3099,4.3512,,,,0.096739,0.096001,0.079083
81.63,,,,3.5175,3.5321,3.5684,,,,0.076192,0.075799,0.064215
95.23,,,,2.893,2.9155,2.9462,0.38476,0.38373,0.34669,0.061575,0.0613,0.052995
108.84,,,,2.4053,2.4313,2.4566,0.35237,0.35187,0.32037,0.051008,0.050681,0.044493
122.44,,,,2.0223,2.0459,2.0665,0.32363,0.3234,0.29637,0.04282,0.042696,0.037943
136.05,,,,1.7162,1.7338,1.7506,0.29783,0.29769,0.27432,0.036704,0.036523,0.032787
149.65,,,,1.467,1.4787,1.4926,0.27452,0.27437,0.25406,0.031736,0.031651,0.02865
163.26,,,,1.2612,1.2692,1.2809,0.2534,0.25326,0.2355,0.02782,0.027727,0.025282
176.86,,,,1.0893,1.0965,1.1064,0.23428,0.2342,0.2186,0.024571,0.02453,0.022503
190.47,,,,0.94509,0.9534,0.96183,0.21698,0.21705,0.20327,0.021937,0.02188,0.020183
204.07,,,,0.82373,0.83398,0.84104,0.20135,0.20163,0.1894,0.019659,0.019662,0.018222
217.68,,,,0.72165,0.73347,0.73926,0.18725,0.18773,0.17681,0.017821,0.017776,0.016543
231.28,,,,0.63579,0.64814,0.65276,0.17449,0.17515,0.16536,0.016115,0.016152,0.015088
244.89,,,,0.56349,0.57519,0.57879,0.16293,0.16371,0.15489,0.014763,0.014739,0.013812
258.49,,,,0.50226,0.5124,0.51515,0.15242,0.15326,0.14529,0.013455,0.013493,0.012683
272.1,,,,0.45,0.45815,0.46022,0.14285,0.1437,0.13646,0.012369,0.012391,0.011677
285.7,,,,0.40485,0.41106,0.4126,0.1341,0.13491,0.12832,0.011396,0.011407,0.010775
299.31,,,,0.36534,0.37003,0.37119,0.12605,0.12683,0.12082,0.010465,0.010526,0.0099644
312.91,,,,0.33041,0.33421,0.33506,0.11868,0.11942,0.11392,0.0097233,0.0097381,0.0092359
326.52,,,,0.29923,0.30277,0.30337,0.11187,0.1126,0.10755,0.0089856,0.0090275,0.0085777
340.12,,,,0.27132,0.2751,0.27549,0.10557,0.10632,0.10168,0.008329,0.0083888,0.0079828
353.73,,,,0.24634,0.25065,0.25083,0.099728,0.10052,0.096243,0.0077903,0.0078108,0.0074438
367.33,,,,0.22404,0.22896,0.22894,0.094309,0.095166,0.091207,0.0072327,0.0072872,0.0069545
380.94,,,,0.20428,0.20967,0.20945,0.08928,0.090205,0.086533,0.0067538,0.0068133,0.0065096
394.54,,,,0.18683,0.19245,0.19203,0.084608,0.085595,0.082181,0.0063531,0.006381,0.0061037
408.15,,,,0.17148,0.17701,0.17642,0.080268,0.081305,0.078122,0.0059293,0.0059866,0.0057328
421.75,,,,0.158,0.16316,0.16242,0.076242,0.077309,0.074334,0.0055634,0.0056272,0.0053934
435.36,,,,0.14611,0.15068,0.14982,0.0725,0.073575,0.070789,0.0052632,0.0052973,0.0050818
448.96,,,,0.13555,0.13941,0.13844,0.069023,0.070086,0.067473,0.0049417,0.0049946,0.0047957
462.57,,,,0.12608,0.12921,0.12818,0.065787,0.066823,0.064366,0.0046493,0.0047171,0.0045324
476.17,,,,0.11747,0.11994,0.11887,0.062765,0.063765,0.061452,0.0044201,0.0044613,0.0042896
489.78,,,,0.10956,0.11151,0.11042,0.059939,0.060901,0.05872,0.0041808,0.0042249,0.0040654
503.38,,,,0.10222,0.10383,0.10273,0.057289,0.058215,0.056156,0.0039397,0.0040071,0.003858
516.99,,,,0.095359,0.096819,0.095708,0.054793,0.055692,0.053745,0.0037524,0.0038054,0.0036656
530.59,,,,0.08893,0.090405,0.089295,0.052437,0.053318,0.051475,0.0035788,0.0036177,0.0034868
544.2,,,,0.082916,0.084533,0.083422,0.05021,0.051087,0.049339,0.0033843,0.0034432,0.0033204
557.8,,,,0.077315,0.079146,0.078031,0.048101,0.048982,0.047323,0.0032164,0.0032809,0.003165
571.41,,,,0.072135,0.0742,0.073078,0.0461,0.046995,0.045417,0.0030848,0.0031289,0.0030195
585.01,,,,0.067385,0.069654,0.068521,0.044207,0.04512,0.043616,0.0029414,0.0029864,0.0028833
598.62,,,,0.06306,0.065467,0.064321,0.042412,0.043345,0.04191,0.0027898,0.002853,0.0027552
612.22,,,,0.059151,0.061605,0.060445,0.040715,0.041665,0.040294,0.0026706,0.0027278,0.0026349
625.83,,,,0.055631,0.058034,0.056861,0.039109,0.040071,0.038758,0.0025693,0.0026096,0.0025215
639.43,,,,0.052474,0.054733,0.053551,0.037599,0.038566,0.037307,0.0024513,0.0024985,0.0024149
653.04,,,,0.049632,0.051669,0.050483,0.036171,0.037136,0.035927,0.0023334,0.002394,0.0023142
666.64,,,,0.047058,0.048821,0.047636,0.034825,0.035778,0.034616,0.002244,0.0022954,0.0022192
680.25,,,,0.044709,0.046172,0.044993,0.033556,0.03449,0.033372,0.0021641,0.0022023,0.0021296
693.85,,,,0.042534,0.0437,0.042533,0.032353,0.033263,0.032185,0.0020681,0.002114,0.0020447
707.46,,,,0.040497,0.041393,0.040243,0.031216,0.032097,0.031058,0.0019735,0.0020309,0.0019644
721.06,,,,0.038563,0.039236,0.038107,0.030136,0.030987,0.029985,0.0019028,0.0019524,0.0018885
734.67,,,,0.036711,0.037221,0.036115,0.029108,0.02993,0.028963,0.0018403,0.0018779,0.0018166
748.27,,,,0.034919,0.035333,0.034251,0.028126,0.028921,0.027987,0.001764,0.0018071,0.0017484
761.88,,,,0.033185,0.033566,0.032509,0.027186,0.027959,0.027056,0.0016862,0.0017403,0.0016838
775.48,,,,0.031506,0.03191,0.030877,0.026286,0.02704,0.026167,0.0016275,0.001677,0.0016224
789.09,,,,0.029888,0.03036,0.02935,0.02542,0.026163,0.025317,0.0015793,0.0016167,0.0015641
802.69,,,,0.028338,0.028906,0.027915,0.024588,0.025323,0.024504,0.0015209,0.0015594,0.0015087
816.3,,,,0.026866,0.027542,0.02657,0.023788,0.02452,0.023726,0.001456,0.0015049,0.001456
829.9,,,,0.025482,0.026263,0.025306,0.023018,0.023752,0.022981,0.001404,0.0014533,0.0014058
843.51,,,,0.024193,0.025061,0.024118,0.02228,0.023017,0.022268,0.0013657,0.001404,0.0013581
857.11,,,,0.023003,0.023931,0.023,0.021572,0.022312,0.021584,0.0013232,0.001357,0.0013126
870.72,,,,0.021914,0.022867,0.021947,0.020894,0.021637,0.020928,0.0012705,0.0013122,0.0012692
884.32,,,,0.020923,0.021865,0.020955,0.020246,0.02099,0.020299,0.0012222,0.0012696,0.0012278
897.93,,,,0.020026,0.020919,0.02002,0.019627,0.02037,0.019697,0.001188,0.001229,0.0011884
911.53,,,,0.019213,0.020024,0.019136,0.019037,0.019775,0.019118,0.0011578,0.0011901,0.0011507
925.14,,,,0.018474,0.019177,0.018302,0.018474,0.019204,0.018562,0.0011188,0.0011529,0.0011146
938.74,,,,0.017798,0.018375,0.017513,0.017938,0.018655,0.018028,0.0010752,0.0011174,0.0010802
952.35,,,,0.017172,0.017614,0.016767,0.017425,0.018127,0.017515,0.0010404,0.0010835,0.0010471
965.95,,,,0.016584,0.016892,0.016061,0.016938,0.017622,0.017022,0.0010161,0.001051,0.0010156
979.56,,,,0.016024,0.016206,0.015391,0.01647,0.017134,0.016548,0.00099038,0.0010198,0.00098527
993.16,,,,0.015481,0.015553,0.014757,0.016023,0.016665,0.016091,0.0009561,0.0009898,0.0009562
1006.77,,,,0.014947,0.014932,0.014155,0.015592,0.016212,0.015651,0.00092093,0.00096109,0.00092827
1020.37,,,,0.01442,0.014342,0.013585,0.015178,0.015777,0.015228,0.0008951,0.00093363,0.0009015
1033.98,,,,0.013894,0.013781,0.013043,0.014778,0.015357,0.01482,0.00087648,0.00090712,0.00087571
1047.58,,,,0.01337,0.013248,0.012528,0.01439,0.014953,0.014426,0.00085453,0.00088156,0.00085091
1061.19,,,,0.012848,0.01274,0.012038,0.014015,0.014562,0.014046,0.0008253,0.00085697,0.00082705
1074.79,,,,0.012332,0.012257,0.011572,0.01365,0.014185,0.013679,0.00079642,0.00083334,0.00080404
1088.4,,,,0.011826,0.011798,0.01113,0.013297,0.013822,0.013327,0.00077591,0.0008107,0.00078195
1102.0,,,,0.011333,0.011362,0.010709,0.012953,0.013471,0.012985,0.00076109,0.00078877,0.00076061
1115.61,,,,0.01086,0.010946,0.010307,0.012619,0.013132,0.012656,0.00074306,0.00076758,0.00074006
1129.21,,,,0.010409,0.01055,0.0099244,0.012295,0.012805,0.012337,0.00071859,0.00074716,0.00072024
1142.82,,,,0.0099849,0.010174,0.0095602,0.011982,0.012489,0.01203,0.00069408,0.00072756,0.00070114
1156.42,,,,0.0095894,0.0098148,0.0092118,0.011677,0.012183,0.011733,0.00067644,0.00070864,0.00068268
1170.03,,,,0.0092254,0.0094723,0.0088798,0.011383,0.011888,0.011445,0.00066438,0.00069035,0.00066487
1183.63,,,,0.0088928,0.0091452,0.0085627,0.011099,0.011603,0.011167,0.00065041,0.00067265,0.00064769
1197.24,,,,0.0085908,0.0088324,0.0082596,0.010826,0.011327,0.010899,0.0006306,0.00065556,0.00063111
1210.84,,,,0.0083186,0.0085337,0.0079704,0.010564,0.01106,0.010639,0.00060931,0.00063912,0.0006151
1224.45,,,,0.0080722,0.0082469,0.0076933,0.010311,0.010802,0.010387,0.00059314,0.00062326,0.00059963
1238.05,,,,0.0078492,0.0079722,0.0074284,0.010068,0.010552,0.010143,0.00058283,0.00060792,0.00058467
1251.66,,,,0.0076458,0.0077086,0.007175,0.0098355,0.01031,0.0099075,0.00057264,0.00059303,0.00057021
1265.26,,,,0.0074574,0.0074554,0.0069322,0.0096119,0.010075,0.0096789,0.00055758,0.00057863,0.00055625
1278.87,,,,0.0072805,0.0072124,0.0067001,0.0093971,0.0098477,0.0094574,0.00053926,0.00056474,0.00054275
1292.47,0.038546,0.037094,0.036697,0.0071102,0.0069784,0.0064772,0.0091904,0.0096272,0.0092427,0.00052359,0.00055135,0.00052968
1306.08,0.038007,0.036567,0.036184,0.0069435,0.0067534,0.0062637,0.0089911,0.0094132,0.0090344,0.00051359,0.00053839,0.00051704
1319.68,0.037477,0.036051,0.035681,0.0067772,0.0065372,0.0060591,0.0087985,0.0092055,0.0088323,0.00050614,0.0005258,0.00050481
1333.29,0.036956,0.035543,0.035186,0.0066089,0.0063292,0.0058629,0.0086121,0.0090039,0.0086362,0.0004958,0.00051358,0.00049297
1346.89,0.036445,0.035046,0.034702,0.0064372,0.0061293,0.0056747,0.0084316,0.0088084,0.0084462,0.00048113,0.00050178,0.00048152
1360.5,0.035943,0.034558,0.034225,0.0062606,0.0059368,0.0054939,0.0082559,0.0086185,0.0082617,0.00046606,0.00049038,0.00047042
1374.1,0.03545,0.034078,0.033758,0.0060794,0.0057517,0.0053203,0.0080846,0.008434,0.0080825,0.00045516,0.00047937,0.00045967
1387.71,0.034965,0.033606,0.033298,0.0058941,0.0055739,0.0051537,0.0079173,0.0082547,0.0079084,0.0004486,0.00046867,0.00044926
1401.31,0.034488,0.033143,0.032846,0.0057061,0.005403,0.0049936,0.0077536,0.0080805,0.0077393,0.00044216,0.00045826,0.00043916
1414.92,0.03402,0.032688,0.032402,0.0055169,0.0052389,0.0048397,0.0075933,0.0079111,0.007575,0.00043203,0.00044815,0.00042937
1428.52,0.033561,0.032243,0.031968,0.0053284,0.0050812,0.0046918,0.0074368,0.0077471,0.0074158,0.00041891,0.0004384,0.00041991
1442.13,0.03311,0.031804,0.031541,0.0051427,0.0049297,0.0045495,0.0072832,0.0075874,0.0072609,0.00040693,0.00042896,0.00041072
1455.73,0.032666,0.031374,0.031121,0.004962,0.004784,0.0044125,0.0071328,0.0074321,0.0071103,0.00039918,0.00041981,0.0004018
1469.34,0.03223,0.030951,0.030709,0.0047882,0.004644,0.0042807,0.0069856,0.0072811,0.0069639,0.00039444,0.0004109,0.00039315
1482.94,0.0318,0.030534,0.030302,0.0046232,0.0045094,0.0041538,0.0068414,0.0071339,0.0068211,0.00038871,0.00040221,0.00038473
1496.55,0.031381,0.030129,0.029906,0.0044685,0.0043801,0.0040317,0.0067015,0.0069917,0.0066832,0.00037948,0.0003938,0.0003766
1510.15,0.030966,0.029727,0.029515,0.004325,0.0042555,0.0039141,0.0065646,0.0068528,0.0065484,0.00036812,0.00038563,0.00036867
1523.76,0.030559,0.029334,0.02913,0.0041935,0.0041355,0.0038006,0.0064317,0.0067177,0.0064174,0.00035842,0.00037772,0.00036098
1537.36,0.03016,0.028947,0.028753,0.0040742,0.0040198,0.0036913,0.0063026,0.0065863,0.0062898,0.00035252,0.00037004,0.0003535
1550.97,0.029766,0.028566,0.028381,0.0039668,0.0039082,0.0035858,0.0061774,0.0064583,0.0061656,0.0003489,0.00036253,0.00034623
1564.57,0.029377,0.028191,0.028014,0.003871,0.0038004,0.0034842,0.006056,0.0063333,0.0060444,0.00034405,0.00035519,0.00033913
1578.18,0.028999,0.027825,0.027658,0.0037858,0.0036965,0.0033862,0.0059396,0.0062125,0.0059272,0.00033603,0.0003481,0.00033228
1591.78,0.028625,0.027464,0.027305,0.0037099,0.0035958,0.0032916,0.0058266,0.0060942,0.0058124,0.0003262,0.00034118,0.00032558
1605.39,0.028256,0.027109,0.026958,0.0036417,0.0034984,0.0032003,0.0057177,0.005979,0.0057007,0.00031785,0.00033447,0.00031907
1618.99,0.027895,0.02676,0.026617,0.0035797,0.003404,0.0031122,0.0056127,0.0058668,0.0055919,0.00031283,0.00032795,0.00031272
1632.6,0.027538,0.026416,0.026281,0.0035221,0.0033125,0.003027,0.0055114,0.0057573,0.0054857,0.00030991,0.00032156,0.00030654
1646.2,0.027189,0.02608,0.025953,0.0034676,0.0032242,0.002945,0.0054139,0.0056509,0.0053827,0.0003061,0.00031535,0.00030054
1659.81,0.026843,0.025747,0.025627,0.003414,0.0031382,0.0028655,0.0053192,0.0055466,0.0052816,0.00029944,0.00030925,0.00029467
1673.41,0.026504,0.02542,0.025307,0.0033601,0.0030549,0.0027887,0.0052276,0.0054449,0.0051833,0.00029092,0.00030334,0.00028895
1687.02,0.02617,0.025098,0.024993,0.0033047,0.0029741,0.0027146,0.0051388,0.0053458,0.0050874,0.00028332,0.00029759,0.00028339
1700.62,0.025841,0.024783,0.024684,0.0032465,0.0028957,0.0026428,0.0050526,0.0052491,0.0049939,0.0002786,0.00029201,0.00027796
1714.23,0.025518,0.024472,0.024381,0.0031849,0.0028196,0.0025734,0.0049685,0.0051547,0.0049027,0.00027614,0.00028654,0.00027267
1727.83,0.025201,0.024167,0.024082,0.0031199,0.0027462,0.0025065,0.0048865,0.0050627,0.0048139,0.00027346,0.0002812,0.00026753
1741.44,0.024888,0.023866,0.023788,0.0030507,0.0026747,0.0024416,0.0048059,0.0049727,0.0047271,0.00026844,0.00027597,0.0002625
1755.04,0.02458,0.02357,0.023498,0.0029778,0.0026056,0.0023787,0.0047269,0.0048847,0.0046423,0.00026127,0.00027088,0.00025759
1768.65,0.024276,0.023279,0.023214,0.0029017,0.0025387,0.002318,0.0046492,0.0047989,0.0045595,0.00025416,0.00026593,0.00025281
1782.25,0.023978,0.022993,0.022934,0.002823,0.0024739,0.0022591,0.0045727,0.0047151,0.0044788,0.00024925,0.00026112,0.00024814
1795.86,0.023685,0.022712,0.022658,0.0027424,0.002411,0.002202,0.0044973,0.0046333,0.0044001,0.0002468,0.00025642,0.00024359
1809.46,0.023396,0.022435,0.022387,0.0026614,0.0023506,0.002147,0.004423,0.0045534,0.0043232,0.00024502,0.00025182,0.00023916
1823.07,0.023112,0.022162,0.022121,0.0025803,0.0022918,0.0020935,0.0043496,0.0044753,0.0042481,0.0002417,0.00024731,0.00023483
1836.67,0.022831,0.021894,0.021858,0.0025004,0.002235,0.0020416,0.0042771,0.0043989,0.0041746,0.00023611,0.0002429,0.0002306
1850.28,0.022555,0.02163,0.021599,0.0024229,0.00218,0.0019914,0.0042057,0.0043243,0.0041029,0.0002296,0.00023862,0.00022647
1863.88,0.022284,0.02137,0.021344,0.0023485,0.0021269,0.0019427,0.0041354,0.0042514,0.0040328,0.00022432,0.00023445,0.00022244
1877.49,0.022016,0.021114,0.021094,0.002278,0.0020754,0.0018955,0.0040663,0.0041801,0.0039643,0.0002214,0.00023038,0.00021851
1891.09,0.021754,0.020863,0.020847,0.0022123,0.0020257,0.0018498,0.0039986,0.0041106,0.0038975,0.00022005,0.0002264,0.00021467
1904.7,0.021495,0.020615,0.020605,0.0021515,0.0019774,0.0018053,0.0039322,0.0040426,0.0038321,0.00021831,0.0002225,0.00021093
1918.3,0.021239,0.020371,0.020366,0.0020961,0.0019306,0.0017622,0.0038673,0.003976,0.0037681,0.00021465,0.00021867,0.00020727
1931.91,0.020987,0.020131,0.02013,0.0020463,0.0018853,0.0017204,0.0038039,0.0039109,0.0037055,0.00020927,0.00021494,0.00020369
1945.51,0.020739,0.019894,0.019898,0.0020021,0.0018412,0.0016799,0.0037421,0.0038472,0.0036443,0.00020383,0.00021131,0.0002002
1959.12,0.020495,0.019661,0.019669,0.0019633,0.0017985,0.0016405,0.0036821,0.0037848,0.0035844,0.00020002,0.00020777,0.00019678
1972.72,0.020256,0.019433,0.019445,0.0019295,0.001757,0.0016024,0.0036242,0.0037242,0.0035261,0.00019826,0.00020432,0.00019346
1986.33,0.020018,0.019206,0.019223,0.0019001,0.0017165,0.0015652,0.0035678,0.0036645,0.0034688,0.00019735,0.00020092,0.0001902
1999.93,0.019785,0.018984,0.019005,0.0018746,0.0016771,0.0015292,0.0035133,0.0036062,0.0034128,0.00019553,0.00019759,0.00018702
2013.54,0.019555,0.018765,0.01879,0.0018523,0.0016387,0.0014941,0.0034605,0.0035491,0.003358,0.00019185,0.00019433,0.00018391
2027.14,0.019328,0.018549,0.018577,0.0018325,0.0016014,0.0014601,0.0034095,0.0034931,0.0033043,0.0001869,0.00019115,0.00018087
2040.75,0.019104,0.018336,0.018368,0.0018143,0.0015649,0.0014271,0.0033601,0.0034383,0.0032517,0.0001823,0.00018805,0.00017789
2054.35,0.018883,0.018125,0.018161,0.0017971,0.0015294,0.001395,0.0033121,0.0033844,0.0032001,0.00017934,0.00018502,0.00017497
2067.96,0.018668,0.017921,0.017961,0.0017799,0.0014947,0.0013638,0.0032662,0.0033323,0.0031501,0.00017813,0.00018208,0.00017215
2081.56,0.018455,0.017718,0.017761,0.001762,0.0014609,0.0013335,0.0032213,0.0032808,0.0031009,0.0001774,0.00017917,0.00016937
2095.17,0.018244,0.017518,0.017565,0.0017429,0.0014278,0.0013039,0.0031777,0.0032304,0.0030527,0.00017566,0.00017631,0.00016665
2108.77,0.018037,0.017321,0.017371,0.001722,0.0013956,0.0012752,0.0031352,0.003181,0.0030054,0.00017224,0.00017352,0.000164
2122.38,0.017832,0.017127,0.01718,0.0016989,0.0013642,0.0012473,0.0030936,0.0031325,0.0029592,0.00016781,0.00017079,0.00016139
2135.98,0.01763,0.016934,0.016991,0.0016734,0.0013335,0.0012201,0.0030527,0.0030849,0.0029137,0.0001638,0.00016813,0.00015884
2149.59,0.017434,0.016748,0.016808,0.0016453,0.0013037,0.0011938,0.0030132,0.0030388,0.0028697,0.00016136,0.00016555,0.00015637
2163.19,0.017237,0.016561,0.016624,0.0016146,0.0012746,0.0011681,0.0029736,0.0029929,0.002826,0.00016039,0.000163,0.00015392
2176.8,0.017044,0.016378,0.016443,0.0015815,0.0012463,0.0011431,0.0029347,0.0029482,0.0027834,0.00015987,0.00016049,0.00015153
2190.4,0.016854,0.016198,0.016266,0.0015463,0.0012187,0.0011187,0.0028963,0.0029043,0.0027417,0.00015846,0.00015803,0.00014919
2204.01,0.016666,0.01602,0.016091,0.0015091,0.0011918,0.001095,0.0028582,0.0028613,0.0027008,0.00015554,0.00015562,0.0001469
2217.61,0.016481,0.015845,0.015918,0.0014706,0.0011657,0.0010719,0.0028204,0.0028191,0.0026606,0.00015166,0.00015326,0.00014466
2231.22,0.016298,0.015671,0.015747,0.0014311,0.0011403,0.0010494,0.0027827,0.0027775,0.0026212,0.00014807,0.00015095,0.00014245
2244.82,0.01612,0.015503,0.015582,0.0013913,0.0011157,0.0010275,0.0027458,0.0027372,0.0025829,0.00014585,0.00014872,0.00014032
2258.43,0.015942,0.015334,0.015416,0.0013516,0.0010917,0.0010062,0.0027086,0.0026973,0.002545,0.00014502,0.0001465,0.0001382
2272.03,0.015767,0.015169,0.015252,0.0013125,0.0010684,0.00098544,0.0026719,0.0026582,0.0025079,0.00014477,0.00014432,0.00013613
2285.64,0.015595,0.015006,0.015092,0.0012745,0.0010457,0.0009652,0.0026354,0.0026198,0.0024716,0.00014387,0.00014218,0.0001341
2299.24,0.015425,0.014845,0.014933,0.0012381,0.0010237,0.00094547,0.0025994,0.0025823,0.002436,0.00014162,0.00014008,0.00013211
2312.85,0.015257,0.014687,0.014777,0.0012036,0.0010023,0.00092621,0.0025638,0.0025454,0.002401,0.00013832,0.00013802,0.00013016
2326.45,0.01509,0.014529,0.014621,0.0011712,0.00098138,0.00090737,0.0025284,0.002509,0.0023665,0.00013499,0.000136,0.00012824
2340.06,0.01493,0.014377,0.014471,0.0011418,0.00096131,0.00088927,0.0024941,0.0024738,0.0023332,0.00013271,0.00013405,0.00012638
2353.66,0.014768,0.014224,0.014321,0.0011148,0.0009416,0.00087145,0.00246,0.0024389,0.0023001,0.00013174,0.00013211,0.00012454
2367.27,0.014609,0.014074,0.014172,0.0010907,0.00092242,0.0008541,0.0024266,0.0024047,0.0022676,0.00013156,0.00013021,0.00012273
2380.87,0.014453,0.013926,0.014026,0.0010694,0.00090372,0.00083717,0.002394,0.0023711,0.0022358,0.0001311,0.00012833,0.00012096
2394.48,0.014298,0.01378,0.013882,0.001051,0.00088547,0.00082065,0.0023622,0.0023382,0.0022046,0.00012953,0.00012649,0.00011923
2408.08,0.014146,0.013637,0.013741,0.0010351,0.00086764,0.00080451,0.0023313,0.0023059,0.002174,0.0001268,0.00012468,0.00011752
